species	NCBI.taxid	dN	dS	dNdS
Haliotis_rufescens	6454	0.5180183266	4.12156714	0.125684796341811
Caenorhabditis_elegans	6239	1.14824758	9.436585368	0.121680410362606
Athalia_rosae	37344	0.5067892942	4.405874024	0.115025824941744
Tribolium_castaneum	7070	0.4991705675	4.276541488	0.116722956833384
Ceratitis_capitata	7213	0.6859227717	5.907720755	0.116106160082037
Petromyzon_marinus	7757	0.3663505396	2.072111054	0.176800629914501
Pristis_pectinata	685728	0.04947765956	0.3488853735	0.141816376718928
Amblyraja_radiata	386614	0.01680228365	0.05109098457	0.328869834696161
Leucoraja_erinacea	7782	0.009662408322	0.04486082534	0.215386325346639
Carcharodon_carcharias	13397	0.04163898676	0.2893029246	0.143928675513984
Scyliorhinus_torazame	75743	0.03000757848	0.1265230566	0.237170831043612
Scyliorhinus_canicula	7830	0.02083559224	0.1079986085	0.192924636061399
Rhincodon_typus	259920	0.01988780865	0.0903250488	0.220180436260113
Stegostoma_fasciatum	378071	0.02978040099	0.1779725239	0.167331452841188
Chiloscyllium_punctatum	137246	0.01853647487	0.08277414802	0.223940388556113
Chiloscyllium_plagiosum	36176	0.01181964592	0.05733151056	0.206163169338268
Erpetoichthys_calabaricus	27687	0.01736895884	0.1068086703	0.162617499040244
Polypterus_senegalus	55291	0.01945303859	0.1131182564	0.171970813634288
Sander_lucioperca	283035	0.2811769287	2.457696763	0.114406680650374
Lepisosteus_oculatus	7918	0.0173101361	0.08995232987	0.192436773177713
Atractosteus_spatula	7917	0.01864869562	0.09322335468	0.20004317248627
Protopterus_annectens	7888	0.2700233939	2.570196153	0.105059449873046
Rhinatrema_bivittatum	194408	0.07629179104	0.569668966	0.13392302476242
Microcaecilia_unicolor	1415580	0.04888956734	0.2916628023	0.167623594625251
Geotrypetes_seraphini	260995	0.05861392347	0.3774117324	0.155304985081593
Hymenochirus_boettgeri	247094	0.1352530442	1.263899904	0.107012464968112
Xenopus_tropicalis	8364	0.10210848	0.9586848961	0.106508906539974
Spea_bombifrons	233779	0.1479892993	1.498731052	0.0987430660774753
Bombina_bombina	8345	0.1519761118	1.578870129	0.0962562461652601
Nanorana_parkeri	125878	0.06379695651	0.4403267409	0.144885492031674
Rana_temporaria	8407	0.07289036284	0.507293879	0.143684688219942
Engystomops_pustulosus	76066	0.08978003471	0.8163762991	0.109973837811039
Eleutherodactylus_coqui	57060	0.0959405365	0.734481597	0.130623472244738
Bufo_gargarizans	30331	0.01620018178	0.07432539065	0.217962955032245
Bufo_bufo	8384	0.01205248881	0.05882443571	0.204889153028477
Ursus_arctos	9644	0.2187556719	1.905362759	0.114810510946908
Aquila_chrysaetos	8962	0.1301558258	1.059209213	0.122880186654872
Gavialis_gangeticus	94835	0.01333839309	0.07513137433	0.177534261937146
Crocodylus_porosus	8502	0.01421170596	0.08449138557	0.168203016959945
Alligator_sinensis	38654	0.00997999307	0.04075203786	0.244895558457356
Alligator_mississippiensis	8496	0.01042533299	0.04969613433	0.2097815681351
Pelodiscus_sinensis	13735	0.06374511955	0.4100151801	0.15547014511622
Chelydra_serpentina	8475	0.03474064426	0.1478882891	0.234911394752216
Dermochelys_coriacea	27794	0.01905461945	0.09509623515	0.20037196446257
Chelonia_mydas	8469	0.007216199886	0.03698207854	0.195126941775188
Caretta_caretta	8467	0.007818025913	0.04332206487	0.180462910446678
Platysternon_megacephalum	55544	0.02313950223	0.07812610444	0.29618144147672
Terrapene_carolina	158814	0.01644420229	0.06697088419	0.245542559111911
Chrysemys_picta	8479	0.007548471412	0.02979892619	0.253313537671473
Malaclemys_terrapin	8485	0.003902933061	0.02168432993	0.17998864034993
Trachemys_scripta	34903	0.01136479306	0.03623205036	0.313666848745239
Mauremys_reevesii	260615	0.005049077038	0.02915611586	0.173173856978904
Mauremys_mutica	74926	0.004402490917	0.02492317511	0.17664245817675
Chelonoidis_abingdonii	106734	0.01401591179	0.07584432911	0.18479841478553
Gopherus_flavomarginatus	286002	0.00515614224	0.02998246012	0.171971953580973
Gopherus_evgoodei	1825980	0.009111666371	0.04031697733	0.226000731563276
Eublepharis_macularius	481883	0.05493580504	0.4319684684	0.12717549788641
Sphaerodactylus_townsendi	933632	0.07937948551	0.5422677869	0.146384290986177
Gekko_japonicus	146911	0.05392674301	0.3832687093	0.140702180223613
Hemicordylus_capensis	884348	0.08479600496	0.6822708689	0.124284956056696
Varanus_komodoensis	61221	0.150361323	0.9587441552	0.156831540702987
Podarcis_raffonei	65483	0.006393161032	0.06530074304	0.0979033428162351
Podarcis_muralis	64176	0.008066037027	0.06570438609	0.122762535456177
Lacerta_agilis	80427	0.01360631247	0.1004405258	0.135466360431976
Zootoca_vivipara	8524	0.01610797932	0.1119771982	0.143850530098368
Phrynocephalus_forsythii	171643	0.07574830343	0.5519847772	0.137228971810131
Pogona_vitticeps	103695	0.04794258293	0.3683574276	0.130152344809132
Sceloporus_undulatus	8520	0.02990409781	0.2450842985	0.122015559515739
Phrynosoma_platyrhinos	52577	0.05385104104	0.3020535666	0.178283082852364
Python_bivittatus	176946	0.03307130098	0.2336467198	0.141544041398522
Protobothrops_mucrosquamatus	103944	0.01215217965	0.06307474298	0.192663165569351
Crotalus_tigris	88082	0.01376666156	0.08720127092	0.157872258222358
Pantherophis_guttatus	94885	0.0211955869	0.1446821144	0.14649763025581
Thamnophis_elegans	35005	0.03488186635	0.2353521337	0.148211387768693
Ophiophagus_hannah	8665	0.05911882247	0.2208415911	0.267697865132797
Naja_naja	35670	0.0324789866	0.138667792	0.234221560259646
Pseudonaja_textilis	8673	0.009727950321	0.06037277169	0.161131418165638
Notechis_scutatus	8663	0.01339913739	0.05392108217	0.248495335233736
