species	gap_Wb_WC_notambiguous	gap_WC_duet	gap_WC_duet_ambiguous	gap_WC_duet_notambiguous	rho_aa_fpkm	pval_aa_fpkm	nb_codon_not_decoded	gc3	var_gc3	gci	var_gci	gc3_top5	gci_top5	lm_r2_gc3_gci	lm_pval_gc3_gci	nb_genes	nb_aa	species	freq_constrain_Wb_WC_notambiguous	freq_constrain_WC_duet	freq_constrain_WC_duet_ambiguous	freq_constrain_WC_duet_notambiguous
Acyrthosiphon_pisum	0.02197	0.04147	-0.000659999999999994	0.06171	0.636295902317398	0.00256028354275286	0	0.363412946882971	0.0258139773477327	0.251042993992275	0.00211388819811412	0.359363603823325	0.254168605394468	0.276849990743874	0	13083	2	Acyrthosiphon_pisum	-0.00539485826212893	-0.027278411239001	-0.023106330102205	0.00763046946380996
Halyomorpha_halys	0.0476799999999999	0.0452599999999999	0.05617	-0.00144	0.778743758604436	0.0000523327340683875	0	0.369861354048846	0.0137296061145142	0.289853943917533	0.000975295749066891	0.39470066608505	0.273296323570562	0.0203473985279281	0.000000000000000000000000000000000000000000000000000000109732655305316	13356	4	Halyomorpha_halys	0.00195162068563992	-0.025552674982126	0.00600087654634202	-0.019700650681972
Athalia_rosae	0.0686299999999999	0.04439	0.05452	0.0283100000000001	0.760005411236147	0.00010096045607322	0	0.450773603270508	0.00941764996825534	0.346201739567986	0.00262763670226647	0.477416693604292	0.33878352004611	0.508675043757614	0	10425	2	Athalia_rosae	0.017396735763908	0.00598418148601099	0.027463523540489	-0.00929849841012298
Cephus_cinctus	0.07875	0.06308	0.07397	0.0311399999999999	0.695740103467587	0.00065826962129232	0	0.41708680008089	0.010869500121591	0.310614503512147	0.00499354201346303	0.445746187413564	0.298000916121718	0.49770000749825	0	11010	3	Cephus_cinctus	0.00499112458415701	-0.012245301715859	0.00486317406275599	-0.002987601411306
Orussus_abietinus	0.0195	-0.00482000000000005	-0.00110999999999994	-0.0117499999999999	0.714414440561619	0.000401831300973808	0	0.526209413455908	0.0291353884361559	0.358227911628479	0.00823657981588318	0.521018218337048	0.344497206113849	0.676810478563798	0	9675	3	Orussus_abietinus	0.00741604852570499	0.00762998810271898	0.00796604878922003	0.00980287484014197
Nasonia_vitripennis	0.0709	0.0533999999999999	0.0535	0.05301	0.859303330001112	0.00000121737916239567	0	0.509874355047798	0.0368610763388361	0.325823715455965	0.00835299807887334	0.549409562069614	0.332799806544229	0.61013608314437	0	10873	2	Nasonia_vitripennis	-0.0000396007729429604	-0.011256492844395	-0.000537037284011999	-0.00959603406545201
Trichogramma_pretiosum	0.0503600000000001	0.0364100000000001	0.0205300000000001	0.02343	0.688567658033865	0.000788209520227316	0	0.474130503730242	0.0441306226653271	0.296664454814072	0.0076326975468346	0.472780662419541	0.291066503535838	0.534397005766667	0	12166	3	Trichogramma_pretiosum	0.00391618922672399	-0.015804076353816	-0.000326735483761997	0.00806185951632299
Harpegnathos_saltator	0.0362000000000001	0.01481	-0.00493999999999994	0.02517	0.778118747750216	0.0000535455800536879	0	0.517228030392155	0.0302974457314749	0.343696198971373	0.0101290533244949	0.532692949898977	0.347075822814426	0.672519444578183	0	10515	4	Harpegnathos_saltator	-0.00537376966402597	-0.00467370202443396	-0.00249593510200302	-0.00331019615719802
Linepithema_humile	0.0383899999999999	0.00959000000000004	0.00595999999999997	0.00343999999999997	0.644696498469684	0.00214952179779594	0	0.457363966774333	0.0205231366058054	0.275590914284347	0.00499804952811256	0.454423377214113	0.272209375533756	0.506379469613699	0	10589	2	Linepithema_humile	0.00274985494353197	0.00425621507181101	0.00191418758631401	0.009021960094451
Camponotus_floridanus	0.0291399999999999	0.0108	0.03537	-0.06267	0.788386286085304	0.0000364051210832675	0	0.42282160703104	0.0185900450353172	0.246044448853125	0.00406780498898538	0.45260311260728	0.258052786374647	0.456753005259446	0	9574	2	Camponotus_floridanus	0.000297381827425003	-0.022824505293946	-0.012515753228783	0.000752160758665021
Pogonomyrmex_barbatus	0.06467	0.01098	-0.00744999999999998	0.0185299999999999	0.740016962683099	0.000191428391923998	0	0.440712232855466	0.0180879823893607	0.269873133010767	0.00533418891737842	0.43950225427985	0.270867335974945	0.4479788402035	0	9766	2	Pogonomyrmex_barbatus	0.011587210907876	-0.00687246237882699	-0.00451165341483295	0.0218458276000549
Polistes_canadensis	0.01925	0.03213	0.04801	-0.01054	0.726665749558375	0.000284644472534016	0	0.299602531344826	0.0084048567389845	0.230730912064411	0.00360465747438936	0.326248737353186	0.233419480076884	0.55545241163879	0	8854	3	Polistes_canadensis	0.00684329022351704	-0.017698045394095	0.00344792893067	0.00122887761970492
Polistes_dominula	-0.00151999999999997	0.01875	0.06066	-0.0546000000000001	0.728329236854413	0.000271250927787022	0	0.281604829555877	0.00757423545510706	0.221678846646701	0.00356006040364456	0.320760224845674	0.227079904280916	0.489890248015305	0	9156	3	Polistes_dominula	-0.00023710185769199	-0.020929157184397	0.003326346878328	0.013839526579273
Solenopsis_invicta	0.03438	0.02974	0.0307	0.02203	0.701891789920176	0.000561746177540413	0	0.460370656472459	0.0170756657178965	0.28091280915386	0.0044009258277436	0.486014048568859	0.288960080240971	0.344320514705388	0	11248	3	Solenopsis_invicta	0.021516807790566	-0.00256418047990697	0.00423777883694998	0.00151161460956201
Acromyrmex_echinatior	0.0398700000000001	0.01088	0.01536	-0.0174	0.601442840927262	0.00502880162659785	0	0.426548468120973	0.0130366979373682	0.267128201161238	0.00300484342247126	0.439657250785057	0.268626603279945	0.317385901894036	0	9864	2	Acromyrmex_echinatior	0.024005565780871	-0.00854592313276997	-0.00495826663280902	0.012525630104231
Atta_cephalotes	0.02716	0.03263	0.06684	0.0167899999999999	0.685449122741564	0.000851125230430831	0	0.39852004454815	0.010299455002478	0.251147466897216	0.00216715610455364	0.450168060965321	0.255233633401172	0.174341908215063	0.0000000000000000000000000000000000000000000000000000541744308618002	1283	3	Atta_cephalotes	0.023631105419321	-0.011355466557308	-0.00611838478454096	0.000871484169818026
Dufourea_novaeangliae	0.02767	0.03005	0.02536	0.01398	0.721788027500411	0.000327218471293622	0	0.430963813842309	0.0251904981236693	0.313004163353152	0.00510456516650094	0.439030756970559	0.307176601555888	0.662900807680806	0	8904	2	Dufourea_novaeangliae	-0.0141064416507031	-0.013638568930573	-0.005647520224356	0.00829186991506392
Megachile_rotundata	0.0387099999999999	0.01463	0.00914999999999999	-0.01202	0.834992884181085	0.0000046538864689168	0	0.378500864541815	0.0245934141063631	0.28084756807338	0.00695551692954725	0.378826525872959	0.275878491118593	0.679554037789547	0	9367	3	Megachile_rotundata	-0.00636426189492401	-0.021083191901763	-0.004369381341714	-0.00126712544701502
Habropoda_laboriosa	0.03371	0.0339199999999999	0.03621	0.01069	0.577509759087474	0.0076646596242317	0	0.38533162380887	0.0269750149764234	0.292662791217744	0.00764251280951406	0.406236434986849	0.289290665698741	0.723722454369455	0	8495	3	Habropoda_laboriosa	-0.00127401548538408	-0.025190123397355	-0.00822081753791803	0.010644646643887
Eufriesea_mexicana	0.05044	0.03117	0.01505	0.01869	0.698284098754926	0.000616775155041642	0	0.356688669158819	0.0319390357413288	0.268005654990834	0.0103564082399296	0.366710786426466	0.263463204452086	0.760489830634912	0	9323	3	Eufriesea_mexicana	0.00491866855383993	-0.027037057077925	-0.013449550615765	0.01222071192222
Apis_mellifera	0.06299	0.03655	-0.07948	0.08772	0.643291011388314	0.00221412370684854	0	0.311658427010736	0.039805694282252	0.195884792517288	0.0099489079046787	0.247459570289359	0.158148505635731	0.772709898686919	0	9467	2	Apis_mellifera	0.00708149960089099	-0.030980856791165	-0.014550026367682	0.0138379571746809
Apis_florea	0.04872	0.00756000000000001	-0.05342	0.0565000000000001	0.609461596403798	0.00433467434771346	0	0.313087321952772	0.0376050632290836	0.203183515627262	0.0102676558029669	0.266196655683291	0.171170647329112	0.779941505301638	0	9627	3	Apis_florea	0.025058681222352	-0.022274379984478	-0.017844195639396	0.013555807955402
Apis_cerana	-0.00517999999999996	-0.04872	-0.07925	-0.04089	0.698872900501164	0.000607494089370211	0	0.308653044010715	0.0372535299076868	0.200529476687743	0.0105249051643755	0.224621764560017	0.153827670168592	0.77914504673902	0	9501	3	Apis_cerana	0.01721880928617	-0.014376364431177	-0.00761979702597501	0.00186040766718998
Bombus_terrestris	0.04123	0.02019	0.00867000000000001	0.01936	0.676792932893851	0.00104842330535699	0	0.354529396801099	0.0200791960267947	0.269216059959885	0.00648269497264926	0.355924143354851	0.262128078589791	0.716764462378815	0	9762	2	Bombus_terrestris	0.0282348417545051	-0.013794613619456	-0.00410889759730501	0.00815155631650499
Onthophagus_taurus	0.00344	0.0443200000000001	0.07348	-0.04671	0.744168758444874	0.000168401235436999	0	0.310893882984966	0.00577127818500752	0.25067776948937	0.00651264269177868	0.345970704979518	0.239030528742748	0.0749293292561103	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114826058887853	10383	3	Onthophagus_taurus	-0.00351138805361206	-0.035739285415149	-0.00975720324514301	0.00508510069152801
Tribolium_castaneum	0.0281	0.01483	0.03297	-0.00102999999999998	0.661390641251525	0.00149502479302004	0	0.52084302878909	0.0132870503203304	0.305940686020677	0.00365122260327157	0.561209700618999	0.329936045518391	0.159423853648536	0	11996	4	Tribolium_castaneum	0.00121606424994103	-0.00394953624310501	0.0114658207143009	-0.015829231198206
Dendroctonus_ponderosae	0.05433	0.0337099999999999	0.06118	-0.00442999999999993	0.474222994307383	0.0346450144131764	0	0.486170126130949	0.0141654252288482	0.35212339831227	0.00336380061545597	0.503399093663849	0.351905192386204	0.569280430179728	0	10206	3	Dendroctonus_ponderosae	0.00419647047855404	0.001139834711813	0.023516927564294	-0.013817085191006
Anoplophora_glabripennis	0.02038	0.0458	0.0557299999999999	0.0256800000000001	0.773805536525403	0.0000625958678788568	0	0.4242235080351	0.0176134517207014	0.291320055574288	0.00176495306705339	0.440316344000456	0.287201522512678	0.134557973545491	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000413450436606268	10854	3	Anoplophora_glabripennis	-0.00600944886529697	0.007031919133622	0.034000925863979	-0.00197391081849496
Leptinotarsa_decemlineata	0.03612	0.02732	0.03106	-0.00458999999999998	0.721995861993911	0.000325299708728385	0	0.395209222676124	0.00845031147781306	0.329369941495358	0.00131470958236605	0.398835483068151	0.321394239638668	0.0795975434047636	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000375189599324095	11054	3	Leptinotarsa_decemlineata	0.00450869917812402	-0.00713696504112804	0.028766896545318	-0.0153552879507309
Plutella_xylostella	0.0826600000000001	0.10685	0.11437	0.0939300000000001	0.813700179945487	0.0000127733008460418	0	0.636242508223943	0.0233021618288915	0.359345989053345	0.00253517268098362	0.68257670404219	0.341174510601119	0.151548182744942	0	14815	3	Plutella_xylostella	0.02827701414435	0.075583360167217	0.075932303796127	0.069300467987142
Bombyx_mori	0.0354800000000001	0.0715799999999999	0.09647	0.00356999999999996	0.702296270017705	0.000555844874557419	0	0.489905829700895	0.0215626302319522	0.348037786228115	0.0023062786031078	0.529145647889454	0.331070404656097	0.241711323326157	0	10215	2	Bombyx_mori	0.00142686099717204	0.015014342494965	0.038453910433131	-0.01129270999948
Danaus_plexippus	0.0916799999999999	0.08802	0.11925	0.06714	0.790208557582889	0.0000339217812770878	0	0.475124111996042	0.0183490145488471	0.282618308708473	0.00274789171174467	0.522638044399522	0.276398519367112	0.364942179243505	0	12616	5	Danaus_plexippus	0.00553178810277699	0.024704987181915	0.036794158754566	0.021140029823843
Aedes_aegypti	0.0905300000000001	0.10487	0.13177	0.10048	0.781496858575839	0.0000472679406641745	0	0.576569246465426	0.00952944799109417	0.362837641346247	0.00175989403939752	0.642655751824279	0.363489417308831	0.0686065868821835	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169446840394446	12222	7	Aedes_aegypti	0.037164980550722	0.03195174143472	0.029349487626089	0.032601058676593
Culex_quinquefasciatus	0.10283	0.08274	0.08231	0.07882	0.79428362142068	0.0000288920071124081	0	0.710506666073987	0.0104948493023077	0.359133688807533	0.00410811008601023	0.757837443945943	0.369953514139564	0.0206294011105136	0.00000000000000000000000000000000000000153352100759668	9045	4	Culex_quinquefasciatus	0.035944302773816	0.0464934459798899	0.0273397908295689	0.052740932686975
Anopheles_gambiae	0.10515	0.09456	0.08677	0.10486	0.695818479372599	0.000656956832210989	0	0.696173804481812	0.0148735681378653	0.429489639339923	0.00426243194357101	0.737491510445566	0.443385257910907	0.241800811750305	0	10209	3	Anopheles_gambiae	0.044741220845624	0.061414184548097	0.052068390201461	0.073437689909158
Drosophila_grimshawi	0.0769500000000001	0.08561	0.09949	0.0613	0.787631849447902	0.0000374783092070757	0	0.591384539456267	0.00535213825273285	0.327381915449988	0.00335822764427834	0.621489132232877	0.322007640302325	0.0470039249022565	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197026917540948	9613	3	Drosophila_grimshawi	0.05277625736946	0.0255334507490169	0.030652360562271	0.0506487646913769
Drosophila_pseudoobscura	0.09916	0.05552	0.04913	0.06879	0.843692644893075	0.00000295582068074896	0	0.664722274680686	0.0111510274808375	0.407474905685732	0.00467199031566131	0.665619291048893	0.399489206107661	0.253840957260486	0	13017	3	Drosophila_pseudoobscura	0.037418309874058	0.042440778930681	0.0503336974869769	0.0568944627821449
Drosophila_melanogaster	0.10077	0.09809	0.08841	0.112	0.852513400264492	0.00000181281734677542	0	0.652348765143381	0.0103123740455502	0.36166968172267	0.00426788252696969	0.708235084125209	0.380798976397636	0.200294864984157	0	11417	3	Drosophila_melanogaster	0.0421560699032739	0.040405431568141	0.051970034931777	0.047587811263291
Drosophila_suzukii	0.0870299999999999	0.11294	0.12944	0.09462	0.744813489401664	0.00016504750202951	0	0.666569205720306	0.0132203924589304	0.350234304420556	0.00524905369390107	0.745988278193293	0.374053861631599	0.134354160052297	0	12597	3	Drosophila_suzukii	0.0387211202330821	0.046649120865309	0.0533318435959981	0.039586431985161
Ceratitis_capitata	0.10354	0.10115	0.11233	0.00949999999999995	0.834776595337229	0.00000470514321933425	0	0.407700253666795	0.00548383021076029	0.287414990820929	0.00463352217916772	0.420176808104207	0.273953796365874	0.149057986430209	0	11361	2	Ceratitis_capitata	0.008039321016445	-0.014212653212528	0.011356208629205	0.000105799939140949
Lucilia_cuprina	0.06726	0.08213	0.18964	-0.05702	0.877500227507806	0.000000375131101057259	0	0.316935010388671	0.00310435313832258	0.248915155878141	0.00272227590830643	0.396690425476949	0.244819129676025	0.00226141174227272	0.00000162887790077263	11674	3	Lucilia_cuprina	-0.00795875751275799	-0.031089335788934	0.01248266867233	-0.00599058630348692
Musca_domestica	0.15188	0.09289	0.16346	-0.0108900000000001	0.814146204891156	0.0000125224588049084	0	0.423629130935421	0.0049115556014422	0.314909477710213	0.00286944297275799	0.475275589017324	0.309451875648232	0.0516415126481333	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000659191260423242	11609	3	Musca_domestica	0.020714635387387	-0.016840817599461	0.01996602990069	-0.00774860588183002
Enhydra_lutris	0.0241200000000001	-0.000370000000000037	-0.01097	0.00653999999999999	0.602865142715356	0.00489941190418602	0	0.627703538227944	0.0270438841937061	0.473529435312664	0.00858668608741292	0.66104192579126	0.509213197949232	0.687006342637075	0	15188	5	Enhydra_lutris	0.00594200039431603	-0.0236902951847751	-0.0200680347143359	-0.0224871646759179
Carassius_auratus	0.02483	0.0552900000000001	0.05514	0.05579	0.734386964855608	0.000226921988130888	0	0.568391809454628	0.00844351625822882	0.341696166834941	0.00125464151061559	0.601099077508194	0.346851223886859	0.0296218782078474	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000182392448838578	39408	8	Carassius_auratus	NA	NA	NA	NA
Motacilla_alba	0.01839	0.00424000000000002	0.07462	-0.10423	0.517573299039163	0.0194232534082184	0	0.636548010954366	0.0289260304105841	0.468827918302244	0.00963427688678163	0.736231410772131	0.530200184588415	0.651469239420213	0	14181	2	Motacilla_alba	0.016615948443045	-0.00489754316051305	-0.010496605135594	-0.00855724650129996
Patagioenas_fasciata	0.03746	0.0292500000000001	0.02989	0.0204199999999999	0.839451000339432	0.00000370027685450432	0	0.600835962090911	0.0294141914675137	0.463566667696706	0.00965841028869986	0.643432584251847	0.495732896912631	0.737774079694417	0	12737	3	Patagioenas_fasciata	0.00436419590233394	-0.0227442746086091	-0.0149705776819899	-0.0195495163955129
Terrapene_carolina	-0.00961999999999996	-0.00411	0.02685	-0.0237299999999999	0.6923427000187	0.000717353032185345	0	0.568682014296399	0.0295700657699251	0.467142890804015	0.0066147083228084	0.613406232035642	0.48915779726339	0.706972767756848	0	16398	5	Terrapene_carolina	0.014180770343601	-0.002251522453531	-0.01553571650372	0.00252263392090701
