Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR1818011	2015-02-24 19:16:16	2015-02-24 19:12:01	57344138	11468827600	57344138	200	7365	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/818/SRR1818011.sralite.1	SRX889782	2895058484	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	346	0	ILLUMINA	Illumina HiSeq 2000	SRP044913	PRJNA256103	2	256103	SRS856628	SAMN03372264	simple	216574	Aquila chrysaetos canadensis	461256	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	WUGSC	SRA244278	NA	public	E4F9430BE5FD59A11A9DD05919E3F924	28E82FD5965A0F41D895E392E0EB1D52
SRR1818080	2015-02-24 19:45:14	2015-02-24 19:39:57	77530289	15506057800	77530289	200	10044	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/818/SRR1818080.sralite.1	SRX889783	2895058486	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	450	0	ILLUMINA	Illumina HiSeq 2000	SRP044913	PRJNA256103	2	256103	SRS856629	SAMN03372265	simple	216574	Aquila chrysaetos canadensis	461260	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	WUGSC	SRA244347	NA	public	A2A339F7A0196E80BFDB53AADA04683A	C4ED15EBEF6718B254D2975799D2078C
SRR1817947	2015-02-24 18:30:14	2015-02-24 18:25:18	60156394	12031278800	60156394	200	7741	NA	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/817/SRR1817947.sralite.1	SRX889784	2895058485	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	309	0	ILLUMINA	Illumina HiSeq 2000	SRP044913	PRJNA256103	2	256103	SRS856630	SAMN03372266	simple	216574	Aquila chrysaetos canadensis	461264	NA	NA	NA	NA	NA	NA	no	NA	NA	NA	NA	WUGSC	SRA244276	NA	public	7290E6096A04B5CE6913FF166B08B107	514A1E483A6453733BBA7D1AE263D7D9
