#The RNA-seq samples used in the study
species	Run	Experiment	SRAStudy	BioProject	Sample	BioSample	download_path
Abrus_precatorius	SRR7822999	SRX4674142	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7822/SRR7822999/SRR7822999.lite.1
Abrus_precatorius	SRR7823852	SRX4674977	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7823/SRR7823852/SRR7823852.lite.1
Abrus_precatorius	SRR7823853	SRX4674978	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7823/SRR7823853/SRR7823853.lite.1
Abrus_precatorius	SRR7823854	SRX4674979	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7823/SRR7823854/SRR7823854.lite.1
Abrus_precatorius	SRR7823855	SRX4674980	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7823/SRR7823855/SRR7823855.lite.1
Abrus_precatorius	SRR7823856	SRX4674981	SRP161602	PRJNA482671	SRS3768575	SAMN10039699	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR007/7823/SRR7823856/SRR7823856.lite.1
Acanthocheilonema_viteae	SRR3136719	SRX1507752	SRP067891	PRJNA284514	SRS1228578	SAMN04376674	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/136/SRR3136719/SRR3136719.sralite.1
Acanthocheilonema_viteae	SRR3136720	SRX1507753	SRP067891	PRJNA284514	SRS1228579	SAMN04376675	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/136/SRR3136720.sralite.1
Acanthocheilonema_viteae	SRR3136989	SRX1507758	SRP067891	PRJNA284514	SRS1228580	SAMN04376676	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/136/SRR3136989/SRR3136989.sralite.1
Acanthocheilonema_viteae	SRR3143223	SRX1507756	SRP067891	PRJNA284514	SRS1228581	SAMN04376677	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/143/SRR3143223/SRR3143223.sralite.1
Acanthocheilonema_viteae	SRR3136721	SRX1507754	SRP067891	PRJNA284514	SRS1228582	SAMN04376678	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/136/SRR3136721/SRR3136721.sralite.1
Acanthocheilonema_viteae	SRR3136990	SRX1507755	SRP067891	PRJNA284514	SRS1228583	SAMN04376679	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/136/SRR3136990/SRR3136990.sralite.1
Acanthocheilonema_viteae	SRR3136969	SRX1507757	SRP067891	PRJNA284514	SRS1228584	SAMN04376680	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/136/SRR3136969/SRR3136969.sralite.1
Acanthochromis_polyacanthus	SRR5272258	SRX2576301	SRP069797	PRJNA311159	SRS1991539	SAMN06340232	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272258.sralite.1
Acanthochromis_polyacanthus	SRR5272257	SRX2576300	SRP069797	PRJNA311159	SRS1991538	SAMN06340233	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272257.sralite.1
Acanthochromis_polyacanthus	SRR5272256	SRX2576299	SRP069797	PRJNA311159	SRS1991537	SAMN06340234	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272256.sralite.1
Acanthochromis_polyacanthus	SRR7810962	SRX4662595	SRP160415	PRJNA489934	SRS3757830	SAMN09995079	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/810/SRR7810962.sralite.1
Acanthochromis_polyacanthus	SRR7810961	SRX4662596	SRP160415	PRJNA489934	SRS3757838	SAMN09995080	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810961/SRR7810961
Acanthochromis_polyacanthus	SRR7810960	SRX4662597	SRP160415	PRJNA489934	SRS3757836	SAMN09995081	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810960/SRR7810960
Acanthochromis_polyacanthus	SRR7810959	SRX4662598	SRP160415	PRJNA489934	SRS3757841	SAMN09995082	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/810/SRR7810959.sralite.1
Acanthochromis_polyacanthus	SRR7810966	SRX4662591	SRP160415	PRJNA489934	SRS3757831	SAMN09995083	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810966/SRR7810966
Acanthochromis_polyacanthus	SRR7810965	SRX4662592	SRP160415	PRJNA489934	SRS3757833	SAMN09995084	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810965/SRR7810965
Acanthochromis_polyacanthus	SRR7810967	SRX4662590	SRP160415	PRJNA489934	SRS3757835	SAMN09995085	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/810/SRR7810967.sralite.1
Acanthochromis_polyacanthus	SRR7810963	SRX4662594	SRP160415	PRJNA489934	SRS3757840	SAMN09995086	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810963/SRR7810963
Acanthochromis_polyacanthus	SRR7810956	SRX4662601	SRP160415	PRJNA489934	SRS3757842	SAMN09995087	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810956/SRR7810956
Acanthochromis_polyacanthus	SRR7810926	SRX4662631	SRP160415	PRJNA489934	SRS3757876	SAMN09995088	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/810/SRR7810926.sralite.1
Acanthochromis_polyacanthus	SRR7810933	SRX4662624	SRP160415	PRJNA489934	SRS3757868	SAMN09995089	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810933/SRR7810933
Acanthochromis_polyacanthus	SRR7810932	SRX4662625	SRP160415	PRJNA489934	SRS3757866	SAMN09995090	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810932/SRR7810932
Acanthochromis_polyacanthus	SRR7810935	SRX4662622	SRP160415	PRJNA489934	SRS3757861	SAMN09995091	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810935/SRR7810935
Acanthochromis_polyacanthus	SRR7810934	SRX4662623	SRP160415	PRJNA489934	SRS3757865	SAMN09995092	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7810934/SRR7810934
Acanthochromis_polyacanthus	SRR5272240	SRX2576283	SRP069797	PRJNA311159	SRS1991521	SAMN06340250	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272240.sralite.1
Acanthochromis_polyacanthus	SRR5272239	SRX2576282	SRP069797	PRJNA311159	SRS1991520	SAMN06340251	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272239.sralite.1
Acanthochromis_polyacanthus	SRR5272238	SRX2576281	SRP069797	PRJNA311159	SRS1991519	SAMN06340252	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272238.sralite.1
Acanthochromis_polyacanthus	SRR5272237	SRX2576280	SRP069797	PRJNA311159	SRS1991518	SAMN06340253	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272237.sralite.1
Acanthochromis_polyacanthus	SRR5272236	SRX2576279	SRP069797	PRJNA311159	SRS1991517	SAMN06340254	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272236.sralite.1
Acanthochromis_polyacanthus	SRR5272235	SRX2576278	SRP069797	PRJNA311159	SRS1991516	SAMN06340255	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272235.sralite.1
Acanthochromis_polyacanthus	SRR5272255	SRX2576298	SRP069797	PRJNA311159	SRS1991536	SAMN06340235	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272255.sralite.1
Acanthochromis_polyacanthus	SRR5272254	SRX2576297	SRP069797	PRJNA311159	SRS1991535	SAMN06340236	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272254.sralite.1
Acanthochromis_polyacanthus	SRR5272253	SRX2576296	SRP069797	PRJNA311159	SRS1991534	SAMN06340237	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272253.sralite.1
Acanthochromis_polyacanthus	SRR5272234	SRX2576277	SRP069797	PRJNA311159	SRS1991515	SAMN06340256	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272234.sralite.1
Acanthochromis_polyacanthus	SRR5272233	SRX2576276	SRP069797	PRJNA311159	SRS1991514	SAMN06340257	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272233.sralite.1
Acanthochromis_polyacanthus	SRR5272232	SRX2576275	SRP069797	PRJNA311159	SRS1991513	SAMN06340258	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272232.sralite.1
Acanthochromis_polyacanthus	SRR5272252	SRX2576295	SRP069797	PRJNA311159	SRS1991533	SAMN06340238	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272252.sralite.1
Acanthochromis_polyacanthus	SRR5272251	SRX2576294	SRP069797	PRJNA311159	SRS1991532	SAMN06340239	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272251.sralite.1
Acanthochromis_polyacanthus	SRR5272250	SRX2576293	SRP069797	PRJNA311159	SRS1991531	SAMN06340240	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272250.sralite.1
Acanthochromis_polyacanthus	SRR5272231	SRX2576274	SRP069797	PRJNA311159	SRS1991512	SAMN06340259	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272231.sralite.1
Acanthochromis_polyacanthus	SRR5272230	SRX2576273	SRP069797	PRJNA311159	SRS1991511	SAMN06340260	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272230.sralite.1
Acanthochromis_polyacanthus	SRR5272229	SRX2576272	SRP069797	PRJNA311159	SRS1991510	SAMN06340261	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272229.sralite.1
Acanthochromis_polyacanthus	SRR5272249	SRX2576292	SRP069797	PRJNA311159	SRS1991530	SAMN06340241	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272249.sralite.1
Acanthochromis_polyacanthus	SRR5272248	SRX2576291	SRP069797	PRJNA311159	SRS1991529	SAMN06340242	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272248.sralite.1
Acanthochromis_polyacanthus	SRR5272247	SRX2576290	SRP069797	PRJNA311159	SRS1991528	SAMN06340243	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272247.sralite.1
Acanthochromis_polyacanthus	SRR5272228	SRX2576271	SRP069797	PRJNA311159	SRS1991509	SAMN06340262	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272228.sralite.1
Acanthochromis_polyacanthus	SRR5272227	SRX2576270	SRP069797	PRJNA311159	SRS1991508	SAMN06340263	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272227.sralite.1
Acanthochromis_polyacanthus	SRR5272226	SRX2576269	SRP069797	PRJNA311159	SRS1991507	SAMN06340264	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272226.sralite.1
Acanthochromis_polyacanthus	SRR5272246	SRX2576289	SRP069797	PRJNA311159	SRS1991527	SAMN06340244	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272246.sralite.1
Acanthochromis_polyacanthus	SRR5272245	SRX2576288	SRP069797	PRJNA311159	SRS1991526	SAMN06340245	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272245.sralite.1
Acanthochromis_polyacanthus	SRR5272244	SRX2576287	SRP069797	PRJNA311159	SRS1991525	SAMN06340246	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272244.sralite.1
Acanthochromis_polyacanthus	SRR5272225	SRX2576268	SRP069797	PRJNA311159	SRS1991506	SAMN06340265	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272225.sralite.1
Acanthochromis_polyacanthus	SRR5272224	SRX2576267	SRP069797	PRJNA311159	SRS1991505	SAMN06340266	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272224.sralite.1
Acanthochromis_polyacanthus	SRR5272223	SRX2576266	SRP069797	PRJNA311159	SRS1991504	SAMN06340267	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272223.sralite.1
Acanthochromis_polyacanthus	SRR5272243	SRX2576286	SRP069797	PRJNA311159	SRS1991524	SAMN06340247	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272243.sralite.1
Acanthochromis_polyacanthus	SRR5272242	SRX2576285	SRP069797	PRJNA311159	SRS1991523	SAMN06340248	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272242.sralite.1
Acanthochromis_polyacanthus	SRR5272241	SRX2576284	SRP069797	PRJNA311159	SRS1991522	SAMN06340249	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/272/SRR5272241.sralite.1
Acinonyx_jubatus	SRR084769	SRX034821	SRP004870	NA	SRS150408	SAMN00149625	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR084769/SRR084769
Acinonyx_jubatus	SRR084770	SRX034822	SRP004870	NA	SRS150408	SAMN00149625	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR084770/SRR084770
Acipenser_ruthenus	SRR19451809	SRX15504785	SRP376761	PRJNA841439	SRS13219432	SAMN28777501	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19451/SRR19451809/SRR19451809.lite.1
Acipenser_ruthenus	SRR19502741	SRX15555451	SRP376761	PRJNA841439	SRS13265186	SAMN28812810	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19502/SRR19502741/SRR19502741.lite.1
Acipenser_ruthenus	SRR19510840	SRX15563361	SRP376761	PRJNA841439	SRS13271146	SAMN28815248	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19510/SRR19510840/SRR19510840.lite.1
Acipenser_ruthenus	SRR17179728	SRX13363057	SRP349969	PRJNA787475	SRS11267931	SAMN23806534	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179728/SRR17179728.lite.1
Acipenser_ruthenus	SRR17179727	SRX13363058	SRP349969	PRJNA787475	SRS11267932	SAMN23806533	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17179/SRR17179727/SRR17179727.lite.1
Acipenser_ruthenus	SRR17179726	SRX13363059	SRP349969	PRJNA787475	SRS11267930	SAMN23806532	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179726/SRR17179726.lite.1
Acipenser_ruthenus	SRR17179725	SRX13363060	SRP349969	PRJNA787475	SRS11267933	SAMN23806531	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17179/SRR17179725/SRR17179725.lite.1
Acipenser_ruthenus	SRR17179724	SRX13363061	SRP349969	PRJNA787475	SRS11267935	SAMN23806530	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179724/SRR17179724.lite.1
Acipenser_ruthenus	SRR17179723	SRX13363062	SRP349969	PRJNA787475	SRS11267934	SAMN23806529	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17179/SRR17179723/SRR17179723.lite.1
Acipenser_ruthenus	SRR17179722	SRX13363063	SRP349969	PRJNA787475	SRS11267936	SAMN23806528	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179722/SRR17179722.lite.1
Acipenser_ruthenus	SRR17179721	SRX13363064	SRP349969	PRJNA787475	SRS11267937	SAMN23806527	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179721/SRR17179721.lite.1
Acipenser_ruthenus	SRR17179720	SRX13363065	SRP349969	PRJNA787475	SRS11267938	SAMN23806526	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179720/SRR17179720.lite.1
Acipenser_ruthenus	SRR17179719	SRX13363066	SRP349969	PRJNA787475	SRS11267939	SAMN23806525	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17179/SRR17179719/SRR17179719.lite.1
Acipenser_ruthenus	SRR17179718	SRX13363067	SRP349969	PRJNA787475	SRS11267940	SAMN23806524	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179718/SRR17179718.lite.1
Acipenser_ruthenus	SRR17179717	SRX13363068	SRP349969	PRJNA787475	SRS11267941	SAMN23806523	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179717/SRR17179717.lite.1
Acipenser_ruthenus	SRR17179716	SRX13363069	SRP349969	PRJNA787475	SRS11267942	SAMN23806522	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17179/SRR17179716/SRR17179716.lite.1
Acipenser_ruthenus	SRR17179715	SRX13363070	SRP349969	PRJNA787475	SRS11267943	SAMN23806521	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17179/SRR17179715/SRR17179715.lite.1
Acipenser_ruthenus	SRR17179714	SRX13363071	SRP349969	PRJNA787475	SRS11267944	SAMN23806520	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17179/SRR17179714/SRR17179714.lite.1
Acipenser_ruthenus	SRR17179713	SRX13363072	SRP349969	PRJNA787475	SRS11267945	SAMN23806519	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17179/SRR17179713/SRR17179713.lite.1
Acipenser_ruthenus	SRR21096099	SRX17109705	SRP392571	PRJNA870172	SRS14685135	SAMN30353833	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096099/SRR21096099.lite.1
Acipenser_ruthenus	SRR21096098	SRX17109706	SRP392571	PRJNA870172	SRS14685136	SAMN30353832	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096098/SRR21096098.lite.1
Acipenser_ruthenus	SRR21096097	SRX17109707	SRP392571	PRJNA870172	SRS14685138	SAMN30353831	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096097/SRR21096097.lite.1
Acipenser_ruthenus	SRR21096096	SRX17109708	SRP392571	PRJNA870172	SRS14685137	SAMN30353830	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096096/SRR21096096.lite.1
Acipenser_ruthenus	SRR21096095	SRX17109709	SRP392571	PRJNA870172	SRS14685139	SAMN30353829	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096095/SRR21096095.lite.1
Acipenser_ruthenus	SRR21096094	SRX17109710	SRP392571	PRJNA870172	SRS14685140	SAMN30353828	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096094/SRR21096094.lite.1
Acipenser_ruthenus	SRR21096093	SRX17109711	SRP392571	PRJNA870172	SRS14685142	SAMN30353827	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096093/SRR21096093.lite.1
Acipenser_ruthenus	SRR21096092	SRX17109712	SRP392571	PRJNA870172	SRS14685141	SAMN30353826	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096092/SRR21096092.lite.1
Acipenser_ruthenus	SRR21096091	SRX17109713	SRP392571	PRJNA870172	SRS14685143	SAMN30353825	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096091/SRR21096091.lite.1
Acipenser_ruthenus	SRR21096090	SRX17109714	SRP392571	PRJNA870172	SRS14685145	SAMN30353824	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096090/SRR21096090.lite.1
Acipenser_ruthenus	SRR21096089	SRX17109715	SRP392571	PRJNA870172	SRS14685144	SAMN30353823	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096089/SRR21096089.lite.1
Acipenser_ruthenus	SRR21096088	SRX17109716	SRP392571	PRJNA870172	SRS14685146	SAMN30353822	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096088/SRR21096088.lite.1
Acipenser_ruthenus	SRR21096087	SRX17109717	SRP392571	PRJNA870172	SRS14685147	SAMN30353821	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR021/21096/SRR21096087/SRR21096087.lite.1
Acipenser_ruthenus	SRR21096086	SRX17109718	SRP392571	PRJNA870172	SRS14685148	SAMN30353820	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096086/SRR21096086.lite.1
Acipenser_ruthenus	SRR21096085	SRX17109719	SRP392571	PRJNA870172	SRS14685149	SAMN30353819	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096085/SRR21096085.lite.1
Acipenser_ruthenus	SRR21096084	SRX17109720	SRP392571	PRJNA870172	SRS14685150	SAMN30353818	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR021/21096/SRR21096084/SRR21096084.lite.1
Acipenser_ruthenus	SRR21096083	SRX17109721	SRP392571	PRJNA870172	SRS14685152	SAMN30353817	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096083/SRR21096083.lite.1
Acipenser_ruthenus	SRR21096082	SRX17109722	SRP392571	PRJNA870172	SRS14685151	SAMN30353816	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096082/SRR21096082.lite.1
Acipenser_ruthenus	SRR21096081	SRX17109723	SRP392571	PRJNA870172	SRS14685153	SAMN30353815	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096081/SRR21096081.lite.1
Acipenser_ruthenus	SRR21096080	SRX17109724	SRP392571	PRJNA870172	SRS14685154	SAMN30353814	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR021/21096/SRR21096080/SRR21096080.lite.1
Acipenser_ruthenus	SRR21096079	SRX17109725	SRP392571	PRJNA870172	SRS14685155	SAMN30353813	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096079/SRR21096079.lite.1
Acipenser_ruthenus	SRR21096078	SRX17109726	SRP392571	PRJNA870172	SRS14685156	SAMN30353812	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096078/SRR21096078.lite.1
Acipenser_ruthenus	SRR21096077	SRX17109727	SRP392571	PRJNA870172	SRS14685157	SAMN30353811	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096077/SRR21096077.lite.1
Acipenser_ruthenus	SRR21096076	SRX17109728	SRP392571	PRJNA870172	SRS14685158	SAMN30353810	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096076/SRR21096076.lite.1
Acipenser_ruthenus	SRR21096075	SRX17109729	SRP392571	PRJNA870172	SRS14685159	SAMN30353809	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096075/SRR21096075.lite.1
Acipenser_ruthenus	SRR21096074	SRX17109730	SRP392571	PRJNA870172	SRS14685160	SAMN30353808	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096074/SRR21096074.lite.1
Acipenser_ruthenus	SRR21096073	SRX17109731	SRP392571	PRJNA870172	SRS14685161	SAMN30353807	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096073/SRR21096073.lite.1
Acipenser_ruthenus	SRR21096072	SRX17109732	SRP392571	PRJNA870172	SRS14685162	SAMN30353806	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096072/SRR21096072.lite.1
Acipenser_ruthenus	SRR21096071	SRX17109733	SRP392571	PRJNA870172	SRS14685163	SAMN30353805	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096071/SRR21096071.lite.1
Acipenser_ruthenus	SRR21096070	SRX17109734	SRP392571	PRJNA870172	SRS14685164	SAMN30353804	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR021/21096/SRR21096070/SRR21096070.lite.1
