#The RNA-seq samples used in the study
species	Run	Experiment	SRAStudy	BioProject	Sample	BioSample	download_path
Glycine_max	DRR219414	DRX209727	DRP007224	PRJDB9607	DRS182682	SAMD00216748	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219414/DRR219414.lite.1
Glycine_max	DRR219415	DRX209728	DRP007224	PRJDB9607	DRS182682	SAMD00216748	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219415/DRR219415.lite.1
Glycine_max	DRR219416	DRX209729	DRP007224	PRJDB9607	DRS182682	SAMD00216748	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219416/DRR219416.lite.1
Glycine_max	DRR219433	DRX209746	DRP007224	PRJDB9607	DRS182682	SAMD00216748	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219433/DRR219433.lite.1
Glycine_max	DRR219417	DRX209730	DRP007224	PRJDB9607	DRS182683	SAMD00216749	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219417/DRR219417.lite.1
Glycine_max	DRR219427	DRX209740	DRP007224	PRJDB9607	DRS182683	SAMD00216749	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219427/DRR219427.lite.1
Glycine_max	DRR219419	DRX209732	DRP007224	PRJDB9607	DRS182683	SAMD00216749	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219419/DRR219419.lite.1
Glycine_max	DRR219418	DRX209731	DRP007224	PRJDB9607	DRS182683	SAMD00216749	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219418/DRR219418.lite.1
Glycine_max	DRR219428	DRX209741	DRP007224	PRJDB9607	DRS182684	SAMD00216750	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219428/DRR219428.lite.1
Glycine_max	DRR219420	DRX209733	DRP007224	PRJDB9607	DRS182684	SAMD00216750	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219420/DRR219420.lite.1
Glycine_max	DRR219421	DRX209734	DRP007224	PRJDB9607	DRS182684	SAMD00216750	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/DRR000/219/DRR219421/DRR219421.lite.1
Glycine_max	SRR14369658	SRX10722200	SRP318006	PRJNA726519	SRS8812617	SAMN18929615	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369658/SRR14369658.lite.1
Glycine_max	SRR14369659	SRX10722201	SRP318006	PRJNA726519	SRS8812618	SAMN18929614	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369659/SRR14369659.lite.1
Glycine_max	SRR14369660	SRX10722202	SRP318006	PRJNA726519	SRS8812619	SAMN18929613	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369660/SRR14369660.lite.1
Glycine_max	SRR14369661	SRX10722203	SRP318006	PRJNA726519	SRS8812620	SAMN18929612	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369661/SRR14369661.lite.1
Glycine_max	SRR14369662	SRX10722204	SRP318006	PRJNA726519	SRS8812621	SAMN18929611	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369662/SRR14369662.lite.1
Glycine_max	SRR14369663	SRX10722205	SRP318006	PRJNA726519	SRS8812622	SAMN18929634	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369663/SRR14369663.lite.1
Glycine_max	SRR14369664	SRX10722206	SRP318006	PRJNA726519	SRS8812623	SAMN18929633	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369664/SRR14369664.lite.1
Glycine_max	SRR14369665	SRX10722207	SRP318006	PRJNA726519	SRS8812625	SAMN18929632	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369665/SRR14369665.lite.1
Glycine_max	SRR14369666	SRX10722208	SRP318006	PRJNA726519	SRS8812624	SAMN18929631	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369666/SRR14369666.lite.1
Glycine_max	SRR14369667	SRX10722209	SRP318006	PRJNA726519	SRS8812626	SAMN18929630	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369667/SRR14369667.lite.1
Glycine_max	SRR14369668	SRX10722210	SRP318006	PRJNA726519	SRS8812627	SAMN18929627	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369668/SRR14369668.lite.1
Glycine_max	SRR14369669	SRX10722211	SRP318006	PRJNA726519	SRS8812628	SAMN18929626	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369669/SRR14369669.lite.1
Glycine_max	SRR14369670	SRX10722212	SRP318006	PRJNA726519	SRS8812629	SAMN18929625	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369670/SRR14369670.lite.1
Glycine_max	SRR14369671	SRX10722213	SRP318006	PRJNA726519	SRS8812630	SAMN18929624	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369671/SRR14369671.lite.1
Glycine_max	SRR14369672	SRX10722214	SRP318006	PRJNA726519	SRS8812631	SAMN18929605	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369672/SRR14369672.lite.1
Glycine_max	SRR14369673	SRX10722215	SRP318006	PRJNA726519	SRS8812632	SAMN18929623	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369673/SRR14369673.lite.1
Glycine_max	SRR14369674	SRX10722216	SRP318006	PRJNA726519	SRS8812633	SAMN18929629	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369674/SRR14369674.lite.1
Glycine_max	SRR14369675	SRX10722217	SRP318006	PRJNA726519	SRS8812634	SAMN18929628	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369675/SRR14369675.lite.1
Glycine_max	SRR14369676	SRX10722218	SRP318006	PRJNA726519	SRS8812635	SAMN18929622	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369676/SRR14369676.lite.1
Glycine_max	SRR14369677	SRX10722219	SRP318006	PRJNA726519	SRS8812636	SAMN18929621	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369677/SRR14369677.lite.1
Glycine_max	SRR14369678	SRX10722220	SRP318006	PRJNA726519	SRS8812637	SAMN18929620	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369678/SRR14369678.lite.1
Glycine_max	SRR14369679	SRX10722221	SRP318006	PRJNA726519	SRS8812638	SAMN18929619	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369679/SRR14369679.lite.1
Glycine_max	SRR14369680	SRX10722222	SRP318006	PRJNA726519	SRS8812639	SAMN18929618	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369680/SRR14369680.lite.1
Glycine_max	SRR14369681	SRX10722223	SRP318006	PRJNA726519	SRS8812640	SAMN18929617	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14369/SRR14369681/SRR14369681.lite.1
Glycine_max	SRR14307818	SRX10663225	SRP315982	PRJNA723692	SRS8757887	SAMN18825625	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307818/SRR14307818.lite.1
Glycine_max	SRR14307819	SRX10663224	SRP315982	PRJNA723692	SRS8757886	SAMN18825626	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307819/SRR14307819.lite.1
Glycine_max	SRR14307817	SRX10663226	SRP315982	PRJNA723692	SRS8757888	SAMN18825616	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307817/SRR14307817.lite.1
Glycine_max	SRR14307812	SRX10663231	SRP315982	PRJNA723692	SRS8757893	SAMN18825608	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307812/SRR14307812.lite.1
Glycine_max	SRR14307813	SRX10663230	SRP315982	PRJNA723692	SRS8757892	SAMN18825610	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307813/SRR14307813.lite.1
Glycine_max	SRR14307811	SRX10663232	SRP315982	PRJNA723692	SRS8757894	SAMN18825607	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307811/SRR14307811.lite.1
Glycine_max	SRR14307816	SRX10663227	SRP315982	PRJNA723692	SRS8757889	SAMN18825614	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307816/SRR14307816.lite.1
Glycine_max	SRR14307815	SRX10663228	SRP315982	PRJNA723692	SRS8757890	SAMN18825613	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307815/SRR14307815.lite.1
Glycine_max	SRR14307814	SRX10663229	SRP315982	PRJNA723692	SRS8757891	SAMN18825612	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14307/SRR14307814/SRR14307814.lite.1
Glycine_max	SRR12568706	SRX9056813	SRP279694	PRJNA660896	SRS7306215	SAMN15963232	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568706/SRR12568706.lite.1
Glycine_max	SRR12568705	SRX9056814	SRP279694	PRJNA660896	SRS7306216	SAMN15963233	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568705/SRR12568705.lite.1
Glycine_max	SRR12568704	SRX9056815	SRP279694	PRJNA660896	SRS7306217	SAMN15963234	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568704/SRR12568704.lite.1
Glycine_max	SRR12568703	SRX9056816	SRP279694	PRJNA660896	SRS7306218	SAMN15963235	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568703/SRR12568703.lite.1
Glycine_max	SRR12568712	SRX9056807	SRP279694	PRJNA660896	SRS7306209	SAMN15963236	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568712/SRR12568712.lite.1
Glycine_max	SRR12568711	SRX9056808	SRP279694	PRJNA660896	SRS7306210	SAMN15963237	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12568/SRR12568711/SRR12568711.lite.1
Gopherus_evgoodei	SRR1986698	SRX1004665	SRP057516	PRJNA281763	SRS918136	SAMN03496281	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/986/SRR1986698.sralite.1
Gopherus_evgoodei	SRR1986700	SRX1004665	SRP057516	PRJNA281763	SRS918136	SAMN03496281	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/986/SRR1986700.sralite.1
Gopherus_evgoodei	SRR1986693	SRX1004662	SRP057516	PRJNA281763	SRS918111	SAMN03496280	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/986/SRR1986693.sralite.1
Gopherus_evgoodei	SRR1986697	SRX1004662	SRP057516	PRJNA281763	SRS918111	SAMN03496280	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/986/SRR1986697.sralite.1
Gopherus_evgoodei	SRR1986393	SRX1004258	SRP057516	PRJNA281763	SRS917918	SAMN03496275	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/986/SRR1986393.sralite.1
Gorilla_gorilla	SRR5804494	SRX2983706	SRP111096	PRJNA393104	SRS2336542	SAMN07315692	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804494.sralite.1
Gorilla_gorilla	SRR5804495	SRX2983707	SRP111096	PRJNA393104	SRS2336543	SAMN07315691	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804495.sralite.1
Gorilla_gorilla	SRR5804496	SRX2983708	SRP111096	PRJNA393104	SRS2336544	SAMN07315690	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804496.sralite.1
Gorilla_gorilla	SRR5804497	SRX2983709	SRP111096	PRJNA393104	SRS2336545	SAMN07315689	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804497.sralite.1
Gorilla_gorilla	SRR5804498	SRX2983710	SRP111096	PRJNA393104	SRS2336546	SAMN07315688	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804498.sralite.1
Gorilla_gorilla	SRR5804499	SRX2983711	SRP111096	PRJNA393104	SRS2336547	SAMN07315687	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804499.sralite.1
Gorilla_gorilla	SRR5804500	SRX2983712	SRP111096	PRJNA393104	SRS2336548	SAMN07315686	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804500.sralite.1
Gorilla_gorilla	SRR5804501	SRX2983713	SRP111096	PRJNA393104	SRS2336549	SAMN07315685	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804501.sralite.1
Gorilla_gorilla	SRR5804502	SRX2983714	SRP111096	PRJNA393104	SRS2336550	SAMN07315581	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804502.sralite.1
Gorilla_gorilla	SRR5804503	SRX2983715	SRP111096	PRJNA393104	SRS2336551	SAMN07315633	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804503.sralite.1
Gorilla_gorilla	SRR5804504	SRX2983716	SRP111096	PRJNA393104	SRS2336552	SAMN07315632	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804504.sralite.1
Gorilla_gorilla	SRR5804505	SRX2983717	SRP111096	PRJNA393104	SRS2336553	SAMN07315631	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804505.sralite.1
Gorilla_gorilla	SRR5804506	SRX2983718	SRP111096	PRJNA393104	SRS2336554	SAMN07315630	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804506.sralite.1
Gorilla_gorilla	SRR5804507	SRX2983719	SRP111096	PRJNA393104	SRS2336555	SAMN07315629	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804507.sralite.1
Gorilla_gorilla	SRR5804508	SRX2983720	SRP111096	PRJNA393104	SRS2336556	SAMN07315628	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804508.sralite.1
Gorilla_gorilla	SRR5804509	SRX2983721	SRP111096	PRJNA393104	SRS2336558	SAMN07315627	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/804/SRR5804509.sralite.1
Gorilla_gorilla	SRR6847097	SRX3802485	SRP135857	PRJNA438592	SRS3054411	SAMN08722041	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6847097/SRR6847097
Gorilla_gorilla	SRR6847098	SRX3802486	SRP135857	PRJNA438592	SRS3054413	SAMN08722040	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR6847098/SRR6847098
Gorilla_gorilla	SRR12075868	SRX8603250	SRP268486	PRJNA641393	SRS6893433	SAMN15352039	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075868/SRR12075868
Gorilla_gorilla	SRR12075869	SRX8603251	SRP268486	PRJNA641393	SRS6893434	SAMN15352038	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075869/SRR12075869
Gorilla_gorilla	SRR12075870	SRX8603252	SRP268486	PRJNA641393	SRS6893435	SAMN15352037	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075870/SRR12075870
Gorilla_gorilla	SRR12075871	SRX8603253	SRP268486	PRJNA641393	SRS6893436	SAMN15352036	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075871/SRR12075871
Gorilla_gorilla	SRR12075872	SRX8603254	SRP268486	PRJNA641393	SRS6893437	SAMN15352035	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075872/SRR12075872
Gorilla_gorilla	SRR12075873	SRX8603255	SRP268486	PRJNA641393	SRS6893438	SAMN15352034	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075873/SRR12075873
Gorilla_gorilla	SRR12075874	SRX8603256	SRP268486	PRJNA641393	SRS6893439	SAMN15352033	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075874/SRR12075874
Gorilla_gorilla	SRR12075875	SRX8603257	SRP268486	PRJNA641393	SRS6893440	SAMN15352032	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075875/SRR12075875
Gorilla_gorilla	SRR12075876	SRX8603258	SRP268486	PRJNA641393	SRS6893441	SAMN15352031	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075876/SRR12075876
Gorilla_gorilla	SRR12075877	SRX8603259	SRP268486	PRJNA641393	SRS6893442	SAMN15352030	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075877/SRR12075877
Gorilla_gorilla	SRR12075878	SRX8603260	SRP268486	PRJNA641393	SRS6893443	SAMN15352029	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075878/SRR12075878
Gorilla_gorilla	SRR12075879	SRX8603261	SRP268486	PRJNA641393	SRS6893444	SAMN15352028	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075879/SRR12075879
Gorilla_gorilla	SRR12075880	SRX8603262	SRP268486	PRJNA641393	SRS6893445	SAMN15352027	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075880/SRR12075880
Gorilla_gorilla	SRR12075881	SRX8603263	SRP268486	PRJNA641393	SRS6893446	SAMN15352026	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075881/SRR12075881
Gorilla_gorilla	SRR12075882	SRX8603264	SRP268486	PRJNA641393	SRS6893447	SAMN15352025	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075882/SRR12075882
Gorilla_gorilla	SRR12075883	SRX8603265	SRP268486	PRJNA641393	SRS6893448	SAMN15352024	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075883/SRR12075883
Gorilla_gorilla	SRR12075884	SRX8603266	SRP268486	PRJNA641393	SRS6893449	SAMN15352046	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075884/SRR12075884
Gorilla_gorilla	SRR12075885	SRX8603267	SRP268486	PRJNA641393	SRS6893450	SAMN15352045	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075885/SRR12075885
Gorilla_gorilla	SRR12075886	SRX8603268	SRP268486	PRJNA641393	SRS6893451	SAMN15352044	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075886/SRR12075886
Gorilla_gorilla	SRR12075887	SRX8603269	SRP268486	PRJNA641393	SRS6893452	SAMN15352043	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075887/SRR12075887
Gorilla_gorilla	SRR12075888	SRX8603270	SRP268486	PRJNA641393	SRS6893453	SAMN15352042	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12075888/SRR12075888
Gorilla_gorilla	SRR12414046	SRX8910217	SRP276690	PRJNA655935	SRS7167385	SAMN15760349	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12414046/SRR12414046
Gorilla_gorilla	SRR12414048	SRX8910219	SRP276690	PRJNA655935	SRS7167387	SAMN15760347	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12414048/SRR12414048
Gorilla_gorilla	SRR12414049	SRX8910220	SRP276690	PRJNA655935	SRS7167388	SAMN15760346	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12414049/SRR12414049
Gorilla_gorilla	SRR12414052	SRX8910223	SRP276690	PRJNA655935	SRS7167391	SAMN15760343	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12414052/SRR12414052
Gorilla_gorilla	SRR10393358	SRX7093734	SRP067453	PRJNA304995	SRS1209688	SAMN04313459	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/393/SRR10393358.sralite.1
Gorilla_gorilla	DRR128390	DRX121130	DRP005799	PRJDB6945	DRS121845	SAMD00115867	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/DRR000/128/DRR128390.sralite.1
Gorilla_gorilla	DRR128391	DRX121131	DRP005799	PRJDB6945	DRS121846	SAMD00115868	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR128391/DRR128391
Gorilla_gorilla	DRR128392	DRX121132	DRP005799	PRJDB6945	DRS121847	SAMD00115869	https://sra-pub-run-odp.s3.amazonaws.com/sra/DRR128392/DRR128392
Gorilla_gorilla	SRR7410594	SRX4282133	SRP150877	PRJNA475610	SRS2506103	SAMN07611971	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7410594/SRR7410594
Gorilla_gorilla	SRR6190189	SRX3300216	SRP120495	PRJNA414978	SRS2612263	SAMN07814348	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/190/SRR6190189.sralite.1
Gorilla_gorilla	SRR6190191	SRX3300218	SRP120495	PRJNA414978	SRS2612269	SAMN07814346	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/190/SRR6190191.sralite.1
Gossypium_australe	SRR8694039	SRX5489870	SRP178945	PRJNA513946	SRS4461237	SAMN11039387	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8694039/SRR8694039
Gossypium_australe	SRR8694038	SRX5489871	SRP178945	PRJNA513946	SRS4461238	SAMN11039388	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/694/SRR8694038.sralite.1
Gossypium_australe	SRR8694045	SRX5489864	SRP178945	PRJNA513946	SRS4461231	SAMN11039389	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8694045/SRR8694045
Gossypium_australe	SRR8693997	SRX5489912	SRP178945	PRJNA513946	SRS4461279	SAMN11039351	https://sra-pub-sars-cov2.s3.amazonaws.com/run/SRR8693997/SRR8693997
Gossypium_australe	SRR8693996	SRX5489913	SRP178945	PRJNA513946	SRS4461280	SAMN11039352	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/693/SRR8693996.sralite.1
Gossypium_australe	SRR8693999	SRX5489910	SRP178945	PRJNA513946	SRS4461277	SAMN11039353	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/693/SRR8693999.sralite.1
Gossypium_australe	SRR935817	SRX323740	SRP027533	PRJNA212007	SRS460109	SAMN02231993	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/935/SRR935817.sralite.1
Gossypium_australe	SRR935843	SRX323741	SRP027533	PRJNA212007	SRS460110	SAMN02231994	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/935/SRR935843.sralite.1
Gossypium_australe	SRR8693998	SRX5489911	SRP178945	PRJNA513946	SRS4461278	SAMN11039354	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8693998/SRR8693998
Gossypium_australe	SRR8693993	SRX5489916	SRP178945	PRJNA513946	SRS4461283	SAMN11039355	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8693993/SRR8693993
Gossypium_australe	SRR8693992	SRX5489917	SRP178945	PRJNA513946	SRS4461284	SAMN11039356	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/693/SRR8693992.sralite.1
Gossypium_australe	SRR935844	SRX323742	SRP027533	PRJNA212007	SRS460111	SAMN02231995	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/935/SRR935844.sralite.1
Gossypium_australe	SRR935845	SRX323743	SRP027533	PRJNA212007	SRS460112	SAMN02231996	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/935/SRR935845.sralite.1
Gossypium_australe	SRR935846	SRX323744	SRP027533	PRJNA212007	SRS460113	SAMN02231997	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/935/SRR935846.sralite.1
Gossypium_australe	SRR935847	SRX323745	SRP027533	PRJNA212007	SRS460114	SAMN02231998	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR000/935/SRR935847.sralite.1
Gossypium_australe	SRR8694074	SRX5489835	SRP178945	PRJNA513946	SRS4461202	SAMN11039393	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/694/SRR8694074.sralite.1
Gossypium_australe	SRR8694075	SRX5489834	SRP178945	PRJNA513946	SRS4461201	SAMN11039394	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR008/694/SRR8694075.sralite.1
Gossypium_australe	SRR8694068	SRX5489841	SRP178945	PRJNA513946	SRS4461208	SAMN11039395	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/694/SRR8694068.sralite.1
Gossypium_australe	SRR8694044	SRX5489865	SRP178945	PRJNA513946	SRS4461232	SAMN11039390	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/694/SRR8694044.sralite.1
Gossypium_australe	SRR8694072	SRX5489837	SRP178945	PRJNA513946	SRS4461204	SAMN11039391	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8694072/SRR8694072
