species	sequencing_depth	intron	annotated	annotated_unclassified	annotated_major	annotated_minor	prop_annot_unclassified	prop_annot_minor	prop_annot_major
Harmonia_axyridis_NCBI.taxid115357	5207.78657964323	149897	71699	4846	57496	9357	0.306282391606624	0.126215687596952	0.959225892559226
Halyomorpha_halys_NCBI.taxid286706	1604.12572054501	220477	109636	3166	91589	14881	0.663453478625314	0.121122587681814	0.986461452297353
Haliotis_rufescens_NCBI.taxid6454	1249.48740477916	381978	241352	18008	193800	29544	0.787889394469724	0.180447821360077	0.991831971995333
Halichoerus_grypus_NCBI.taxid9711	83.0515244695236	205533	143649	29652	97379	16618	0.85373718760797	0.228504640770024	0.992893266446429
Habropoda_laboriosa_NCBI.taxid597456	24.6643332838781	64496	49704	19923	26215	3566	0.870722433460076	0.244699101077335	0.969417942459877
Gymnogyps_californianus_NCBI.taxid33616	125.676083644924	196492	145904	33250	99360	13294	0.826559276108087	0.238090121068844	0.98935566420058
Gymnodraco_acuticeps_NCBI.taxid8218	3620.84656084656	356257	230089	19858	188251	21980	0.896078696809711	0.152252969902677	0.992199482425118
Grammomys_surdaster_NCBI.taxid491861	475.810849472027	239984	166227	17492	129868	18867	0.891811971041093	0.210374318432702	0.99373311806071
Gossypium_trilobum_NCBI.taxid34281	3498.52826153376	172857	63367	2004	58996	2367	0.665338645418327	0.0237112575882035	0.842571302075151
Gossypium_klotzschianum_NCBI.taxid34286	2982.82076236821	172659	64426	1945	60166	2315	0.666095890410959	0.0235441287146838	0.842507666671334
Gossypium_davidsonii_NCBI.taxid34287	3111.11490514905	174165	64270	2334	59631	2305	0.674761491760624	0.0229867863375717	0.846658431656515
Gossypium_australe_NCBI.taxid47621	2944.58358662614	318803	102105	2926	94708	4471	0.660347551342812	0.0221251200031671	0.843393235613657
Gorilla_gorilla_NCBI.taxid9593	1613.99816581071	490339	206437	10701	159104	36632	0.696543643819566	0.116714086809129	0.98751823231853
Gopherus_evgoodei_NCBI.taxid1825980	334.969054564907	228418	147928	28333	98545	21050	0.86425891468139	0.219371378548501	0.988623481375214
Glycine_max_NCBI.taxid3847	2065.24498159838	530808	242471	9886	199964	32621	0.745719242664253	0.103276114252427	0.991447228158204
Glossina_fuscipes_NCBI.taxid7396	450.821568547373	113381	56984	2820	40246	13918	0.85222121486854	0.201220217441591	0.983913553686681
Gigantopelta_aegis_NCBI.taxid1735272	1002.16237503444	257676	168476	10744	139895	17837	0.791979949874687	0.173137776397274	0.991544284418235
Gekko_japonicus_NCBI.taxid146911	643.999266980959	231398	149248	18700	119899	10649	0.850889566364836	0.122057171675492	0.981370984243912
Gallus_gallus_NCBI.taxid9031	9831.51919191919	708768	203958	2829	156335	44794	0.400198047814401	0.082519541144633	0.984043557625732
Gadus_morhua_NCBI.taxid8049	1785.95225637672	343193	217631	24923	170169	22539	0.896865666270827	0.156832319746163	0.991141009959811
Fundulus_heteroclitus_NCBI.taxid8078	1521.3156974202	346669	248219	26190	196310	25719	0.892029972752044	0.214167943508094	0.995380816444496
Fragaria_vesca_NCBI.taxid57918	3908.5502063894	315730	119941	3573	105068	11300	0.668225172994202	0.055383469259724	0.987936173613788
Felis_catus_NCBI.taxid9685	32.5286710911265	156066	141873	55074	78058	8741	0.946581416933072	0.446242597508679	0.996960253397364
Exaiptasia_diaphana_NCBI.taxid2652724	1581.04490198297	216680	141963	5740	125237	10986	0.875	0.132219668066772	0.985877462981477
Eurytemora_affinis_NCBI.taxid88015	15099.3304564389	569668	184707	631	169734	14342	0.274109470026064	0.0363578287719156	0.98170019317748
Eumeta_japonica_NCBI.taxid151549	311.567595249099	94856	46379	7722	37120	1537	0.554701530062496	0.045851854061633	0.782891129202345
Eufriesea_mexicana_NCBI.taxid516756	50.8312195132351	88249	61382	13383	40527	7472	0.827797365002783	0.242204213938412	0.982901629802096
Eudyptes_filholi_NCBI.taxid1419345	28.1098666666666	82905	65549	36396	28602	551	0.836401240951396	0.0724332851321152	0.899915048925526
Erinaceus_europaeus_NCBI.taxid9365	20.6933505487411	100089	93468	47263	43936	2269	0.955966828478964	0.360330316023503	0.990620490620491
Equus_caballus_NCBI.taxid9796	1038.89564551804	376896	204322	19941	146961	37420	0.772607516466486	0.184318631845452	0.992523705324581
Equus_asinus_NCBI.taxid9793	2039.88049844237	585087	201030	3276	168007	29747	0.553191489361702	0.0730276256385959	0.977774027213577
Ephemera_danica_NCBI.taxid1049336	283.143126177024	95800	57631	4813	51093	1725	0.532176028306059	0.0812452901281085	0.779760087906721
Enhydra_lutris_NCBI.taxid34882	189.673220024296	214042	151693	22812	113924	14957	0.885696536729306	0.203446774939471	0.992646033737627
Elysia_chlorotica_NCBI.taxid188477	256.228360957643	127426	103384	27093	74372	1919	0.869201154956689	0.101298564189189	0.961972268211921
Electrophorus_electricus_NCBI.taxid8005	1257.50120096077	386057	238893	13240	194680	30973	0.853973168214654	0.177528257330857	0.992834740036209
Echinococcus_granulosus_NCBI.taxid6210	9508.13461538462	280511	46305	240	42035	4030	0.27681660899654	0.0176739657660107	0.814237288135593
Durio_zibethinus_NCBI.taxid66656	1124.57503320053	456183	201312	12749	147645	40918	0.766995548068824	0.141332430677406	0.984004798560432
Dufourea_novaeangliae_NCBI.taxid178035	35.0691886510702	57771	49804	16538	29713	3553	0.913701657458564	0.375224416517056	0.983809019270247
Drosophila_virilis_NCBI.taxid7244	397.20230737536	71326	52314	4863	39487	7964	0.530489800370896	0.36129383477748	0.984320470635158
Drosophila_takahashii_NCBI.taxid29030	411.98580565343	50170	31727	5742	21944	4041	0.579473206176203	0.231815052776503	0.961233518769986
Drosophila_suzukii_NCBI.taxid28584	2158.47217928903	86035	49013	5978	35256	7779	0.866753661012034	0.180869120416657	0.97583658556838
Drosophila_subpulchrella_NCBI.taxid1486046	767.592787220727	106251	57340	2360	43072	11908	0.82661996497373	0.198314625453819	0.99358708189158
Drosophila_simulans_NCBI.taxid7240	626.991039426524	55785	38814	7623	24934	6257	0.907608048577212	0.281390537866523	0.991411530815109
Drosophila_serrata_NCBI.taxid7274	511.61273934169	72912	49828	6386	37341	6101	0.548766864312108	0.264834830924165	0.976541660128668
Drosophila_sechellia_NCBI.taxid7238	2001.30292887029	129883	54559	2079	41626	10854	0.624136895827079	0.12897476115785	0.98183790923672
Drosophila_santomea_NCBI.taxid129105	1680.39871154453	119091	55602	2201	43586	9815	0.167325528356393	0.162033215571037	0.960827105791063
Drosophila_pseudoobscura_NCBI.taxid7237	3865.46735905045	136361	54447	675	39389	14383	0.752508361204013	0.150830021287975	0.982146864480738
Drosophila_persimilis_NCBI.taxid7234	462.423723469103	67718	48158	4171	38196	5791	0.529987293519695	0.278533981049493	0.977955296105692
Drosophila_obscura_NCBI.taxid7282	2432.91557777152	124028	53047	2633	41852	8562	0.184849761303005	0.130355348497305	0.948981905582513
Drosophila_novamexicana_NCBI.taxid47314	3961.12691914023	178955	52153	906	43624	7623	0.0491669832311282	0.0677593976942427	0.908322401982218
Drosophila_navojoa_NCBI.taxid7232	124.893385214008	48394	38611	6668	28248	3695	0.721723130208897	0.368284660619954	0.96998832497768
Drosophila_melanogaster_NCBI.taxid7227	4915.62497422999	171116	59087	991	42672	15424	0.456051541647492	0.122542048352626	0.990621227597734
Drosophila_mauritiana_NCBI.taxid7226	5485.70189701897	146280	54422	865	42969	10588	0.688146380270485	0.104349197275962	0.986523096703095
Drosophila_kikkawai_NCBI.taxid30033	554.753518295135	88184	52757	4564	40271	7922	0.359766671921804	0.23059234463688	0.978805629147121
Drosophila_innubila_NCBI.taxid198719	140.282618310482	45974	38007	16092	19414	2501	0.832703751617076	0.361782149573268	0.983684637211188
Drosophila_hydei_NCBI.taxid7224	1952.37084804794	115749	51595	3538	39852	8205	0.24452277282466	0.138243024666397	0.950486548368632
Drosophila_gunungcola_NCBI.taxid103775	1233.51996927803	118055	56370	1539	42539	12292	0.600234009360374	0.170082052275463	0.984243405830634
Drosophila_guanche_NCBI.taxid7266	545.80412371134	92863	50447	2034	40272	8141	0.764087152516905	0.16463426965156	0.988221436984688
Drosophila_grimshawi_NCBI.taxid7222	274.741286558969	46822	33232	4207	27821	1204	0.799809885931559	0.10069415405202	0.939739908799189
Drosophila_ficusphila_NCBI.taxid30025	860.302968258454	103962	53380	3514	41834	8032	0.245648374694163	0.172987874480412	0.967797159117198
Drosophila_eugracilis_NCBI.taxid29029	567.114870881568	82406	51007	5891	37389	7727	0.456560489808572	0.247161180948725	0.977745815899582
Drosophila_erecta_NCBI.taxid7220	1322.68948247078	123789	54091	1439	41670	10982	0.668680297397769	0.138072367924766	0.989809734197962
Drosophila_elegans_NCBI.taxid30023	1619.86829755945	119316	55031	1997	43823	9211	0.146525790593587	0.153767820773931	0.95714753740308
Drosophila_busckii_NCBI.taxid30019	265.51491365777	71481	47584	2877	38139	6568	0.397760265450021	0.261454559929939	0.974748894625195
Drosophila_bipectinata_NCBI.taxid42026	550.027865404837	63509	41970	7239	28991	5740	0.619406177804398	0.259916681760551	0.974880624117291
Drosophila_biarmipes_NCBI.taxid125945	1231.5887380541	119315	58628	2718	44792	11118	0.203855096377409	0.186863423980638	0.963600378624903
Drosophila_arizonae_NCBI.taxid7263	3036.51004442978	146994	45420	1138	38366	5916	0.0789510198418205	0.0651355338779645	0.91885807347799
Drosophila_albomicans_NCBI.taxid7291	2052.52701391136	127508	56473	3383	43388	9702	0.219832347780882	0.145346137136522	0.956356903544348
Dissostichus_mawsoni_NCBI.taxid36200	601.264061574897	226311	117094	12980	100033	4081	0.569048662867163	0.0579539322332358	0.751658739283004
Dirofilaria_immitis_NCBI.taxid6287	284.024647022475	98674	57732	2395	50983	4354	0.58672219500245	0.142899340313105	0.79508132807261
Diploscapter_pachys_NCBI.taxid2018661	551.156680490596	266947	197158	180	171330	25648	0.728744939271255	0.331121381910196	0.905348706946661
Dinoponera_quadriceps_NCBI.taxid609295	842.717578514136	158705	74503	3597	54714	16192	0.783660130718954	0.164097574817833	0.986869160564193
Dimorphilus_gyrociliatus_NCBI.taxid2664684	1419.32406236831	134969	68926	919	64205	3802	0.61144377910845	0.0618352145203786	0.891983884412337
Digitaria_exilis_NCBI.taxid1010633	1042.92758587346	346344	181181	11406	166407	3368	0.6349011967715	0.0246561102204262	0.867697361560121
Dictyocaulus_viviparus_NCBI.taxid29172	3631.11071428571	356389	85173	273	78426	6474	0.372442019099591	0.0250129430582708	0.809934937519364
Dichanthelium_oligosanthes_NCBI.taxid888268	234.727965785613	102868	57539	5659	50801	1079	0.672409695817491	0.0351454350021172	0.7968659315148
Diaphorina_citri_NCBI.taxid121845	2884.6	171225	68391	1386	56390	10615	0.40969553650606	0.100497041420118	0.90634392529373
Diabrotica_virgifera_NCBI.taxid50389	1036.8808988764	116869	74134	7738	57347	9049	0.83953564066399	0.185032205295982	0.976168995863619
Dermochelys_coriacea_NCBI.taxid27794	1189.99240719059	441519	220597	12659	159694	48244	0.757479655337482	0.183173297795192	0.989258369056174
Dendroctonus_ponderosae_NCBI.taxid77166	2252.10078387458	164704	82457	4355	67785	10317	0.789092226852691	0.114495938207484	0.98129623463671
Dendrobium_catenatum_NCBI.taxid906689	5383.24279785223	299920	105492	2107	84386	18999	0.817934782608696	0.0895511835518811	0.990608785481182
Daucus_carota_NCBI.taxid4039	3304.49449964624	292808	148185	9934	119063	19188	0.867522487119029	0.118950350565058	0.991811472268964
Daphnia_galeata_NCBI.taxid27404	3495.05316645109	173732	83645	2628	76692	4325	0.72797783933518	0.0496048813497115	0.924746482100008
Danionella_translucida_NCBI.taxid623744	266.411512027491	255197	169164	12749	149207	7208	0.67008304425523	0.113490364025696	0.864171575185771
Danio_rerio_NCBI.taxid7955	153.283003192175	226457	199439	67051	120786	11602	0.945218997138306	0.340184723647559	0.994819420994111
Danaus_plexippus_NCBI.taxid13037	130.324445517438	78783	61702	12940	47335	1427	0.853674627259533	0.107787597250548	0.939447465565832
Cyprinus_carpio_NCBI.taxid7962	823.870389884088	542173	417569	44266	328940	44363	0.895402229099662	0.276597999850363	0.98974568825448
Cyclopterus_lumpus_NCBI.taxid8103	3759.71821631879	448984	223728	14588	186223	22917	0.874632771748906	0.0938825004199047	0.989484702606774
Cyanistes_caeruleus_NCBI.taxid156563	3274.60829000336	487512	182052	3222	151653	27177	0.541876892028254	0.0830245282384821	0.983297564011956
Cuscuta_campestris_NCBI.taxid132261	3053.15010647649	512967	171058	4311	157700	9047	0.621092061662585	0.0265506463777898	0.954132658926313
Cuscuta_australis_NCBI.taxid267555	5635.76245210728	265656	75958	593	72892	2473	0.556807511737089	0.0131596451738212	0.950748682631606
Culex_quinquefasciatus_NCBI.taxid7176	39.0611111111111	14900	11529	7741	3641	147	0.809474014430618	0.128721541155867	0.867938021454112
Cucurbita_pepo_NCBI.taxid3663	2204.64455958549	355121	155569	5820	131779	17970	0.806429264237218	0.0837067608231864	0.989138756699143
Cucurbita_moschata_NCBI.taxid3662	4898.52087515069	470911	154235	1493	134149	18593	0.709600760456274	0.055790771852861	0.989708139054477
Cucumis_melo_NCBI.taxid3656	4340.03863298663	290495	110315	2120	91580	16615	0.808543096872616	0.0849233568621037	0.992995467655542
Ctenocephalides_felis_NCBI.taxid7515	34.0007523230037	67773	61188	29374	29866	1948	0.928763398362159	0.339905775606351	0.981949695873746
Cryptotermes_secundus_NCBI.taxid105785	507.559428950863	196338	109730	4880	85264	19586	0.70940543683675	0.189873295008386	0.987926679489259
Crotalus_tigris_NCBI.taxid88082	2125.20720720721	443160	220652	5942	172504	42206	0.772691807542263	0.161162342249461	0.993772503384509
Crotalus_adamanteus_NCBI.taxid8729	NA	2214	1541	1179	330	32	0.722426470588235	0.143497757847534	0.919220055710306
Crocodylus_porosus_NCBI.taxid8502	2166.73275534384	381884	140912	16028	112357	12527	0.704651367273367	0.051330066216482	0.976253366930229
Crassostrea_virginica_NCBI.taxid6565	768.863228881322	337745	253689	50873	182071	20745	0.786764819597594	0.236706983112734	0.981811220638036
Crassostrea_gigas_NCBI.taxid29159	53.8259706623722	109019	100610	59927	35602	5081	0.941685785222666	0.536990065525259	0.991174587265792
Cottoperca_gobio_NCBI.taxid56716	1511.62823949955	320024	220076	17708	179911	22457	0.90002541296061	0.189242255704992	0.99025764939647
Corymbia_citriodora_NCBI.taxid34329	673.085017064712	211069	115729	8417	95161	12151	0.843386773547094	0.115985605605032	0.987905653717584
Corvus_cornix_NCBI.taxid181096	1848.46853146853	403448	180078	5164	143400	31514	0.643248629795715	0.125592813703063	0.992401278910435
Corchorus_olitorius_NCBI.taxid93759	6984.062020476	257879	81417	2155	76035	3227	0.58879781420765	0.0194833030447567	0.858279715543515
Corchorus_capsularis_NCBI.taxid210143	8227.71400519374	290074	85467	1718	81262	2487	0.594669435790931	0.0126083650190114	0.903563684883527
Coptotermes_formosanus_NCBI.taxid36987	740.200532080145	167895	60664	1750	56235	2679	0.531753266484351	0.0279744376918739	0.816917981347512
Coptis_chinensis_NCBI.taxid261450	1783.52892336563	227312	88181	6123	77133	4925	0.544121567581978	0.0401624438337397	0.825552273311071
Contarinia_nasturtii_NCBI.taxid265458	1319.14527191873	149463	85358	3541	69094	12723	0.825407925407925	0.16842955294616	0.992245167590545
Colossoma_macropomum_NCBI.taxid42526	707.664176874813	370391	258651	25542	207967	25142	0.900063429417154	0.189652181128318	0.992947995645614
Colias_croceus_NCBI.taxid72248	1722.04727181292	131790	89832	9395	70609	9828	0.89758287952613	0.19634009908902	0.990767115214615
Coffea_eugenioides_NCBI.taxid49369	678.718525532192	183570	98010	10407	77290	10313	0.751516464471404	0.112678364617704	0.988413729602537
Coffea_arabica_NCBI.taxid13443	442.004727987592	284800	182555	28052	131561	22942	0.851195533438524	0.192798016723392	0.990304782121055
Coccinella_septempunctata_NCBI.taxid41139	5879.07586206896	122618	67077	7875	51592	7610	0.469756621331424	0.145173597863411	0.96552756671782
Clunio_marinus_NCBI.taxid568069	514.946952595937	59000	40310	2467	36154	1689	0.396751366999035	0.144792113159023	0.879295668458302
Clonorchis_sinensis_NCBI.taxid79923	852.536458477763	130120	65866	3277	60353	2236	0.537830297062203	0.0364163450106676	0.963705170376521
Cloeon_dipterum_NCBI.taxid197152	1351.80808895318	252451	94900	4224	84385	6291	0.53781512605042	0.0427348685551253	0.866491420826188
Clarias_magur_NCBI.taxid1594786	285.344677643785	206800	146711	31101	113222	2388	0.762148650966746	0.067715865589111	0.866088366685025
Citrus_unshiu_NCBI.taxid55188	2052.94780987885	225186	95691	651	76431	18609	0.211363636363636	0.135735021663336	0.899103613777527
Ciona_intestinalis_NCBI.taxid7719	2858.34503424658	187687	126940	715	96908	29317	0.743243243243243	0.329330487530892	0.991842792078195
Cinnamomum_micranthum_NCBI.taxid337465	500.032967032967	211581	101088	8222	89897	2969	0.689880852492029	0.0285203792470774	0.940719114292292
Cimex_lectularius_NCBI.taxid79782	482.580786026201	169765	100771	6734	79849	14188	0.769160479725871	0.176557697333217	0.990055919951396
Chloebia_gouldiae_NCBI.taxid44316	871.415807560138	228270	110437	10163	96133	4141	0.612524108003857	0.0408777714161616	0.870959266507212
Chiroxiphia_lanceolata_NCBI.taxid296741	2.69368171289179	35028	34511	33863	609	39	0.98556418987747	0.661016949152542	0.998360655737705
Chelonus_insularis_NCBI.taxid460826	440.514703926036	97428	61316	3774	45897	11645	0.823657791357486	0.250252508972127	0.991017640835187
Cervus_elaphus_NCBI.taxid9860	21.4466995599493	74250	51398	22250	28214	934	0.724118853125915	0.101587992168806	0.82187072154738
Ceratotherium_simum_NCBI.taxid9807	73.8834951456311	172123	120268	33929	78542	7797	0.868771444666359	0.14897113051453	0.972897312027747
Ceratosolen_solmsi_NCBI.taxid142686	2217.69701848678	168807	58980	1707	50107	7166	0.722081218274112	0.0631399016688107	0.94632570964513
Ceratitis_capitata_NCBI.taxid7213	1145.87333333333	133430	62990	4940	44867	13183	0.748258103604968	0.161792319681889	0.989414955785388
Cephus_cinctus_NCBI.taxid211228	2661.23190571967	282233	96669	1806	64500	30363	0.588657105606258	0.141964774145888	0.98793040068619
Centruroides_sculpturatus_NCBI.taxid218467	594.546428571428	243567	147067	12762	117280	17025	0.809052871814378	0.157446454333592	0.980102121827496
Catharus_ustulatus_NCBI.taxid91951	1948.60120307324	337543	183104	13411	141318	28375	0.831844684282347	0.15858334078512	0.991753980897307
Carpinus_fangiana_NCBI.taxid176857	263.997554788691	157518	80779	5076	72814	2889	0.675359233634912	0.0404061595267067	0.927531431919799
Carassius_auratus_NCBI.taxid7957	1985.76518691589	792718	536504	47582	434857	54065	0.849906224881665	0.181776918550895	0.989868156282153
Capsicum_chinense_NCBI.taxid80379	3277.54526315789	289542	89869	3593	82483	3793	0.645758447160316	0.0195382523231616	0.918048661042228
Capsicum_baccatum_NCBI.taxid33114	810.525043177893	182402	89653	4475	83302	1876	0.596030900372935	0.0221558229896189	0.92331053745802
Capsicum_annuum_NCBI.taxid4072	4778.17048441607	444917	147175	5294	113869	28012	0.73742861122719	0.0870724785442745	0.981383964353739
Cannabis_sativa_NCBI.taxid3483	4490.31484794275	281901	114597	4475	97714	12408	0.80951519536903	0.0697643037063692	0.991849122486474
Canis_lupus_NCBI.taxid9612	355.214014914934	237419	176465	41230	112873	22362	0.862498169570947	0.294449930871025	0.992979739775317
Camponotus_floridanus_NCBI.taxid104421	411.009438909282	125937	83928	5915	64145	13868	0.789719626168224	0.258211067252551	0.990824696087366
Camelina_sativa_NCBI.taxid90675	2683.04181520126	707255	373416	22585	316255	34576	0.810369573017582	0.0964675618895098	0.985328572674817
Camarhynchus_parvulus_NCBI.taxid87175	238.000038304408	197989	158807	16074	126413	16320	0.90608793686584	0.307067058026643	0.994586982006436
Callosobruchus_maculatus_NCBI.taxid64391	1531.52516749699	151270	78607	6128	64546	7933	0.414277988101677	0.116198678794803	0.946325157241925
Callorhinchus_milii_NCBI.taxid7868	1120.56483050847	275727	167857	14720	136618	16519	0.767786355101189	0.139926305535555	0.98641155234657
Callithrix_jacchus_NCBI.taxid9483	406.008100137481	380374	228396	25223	152223	50950	0.711890717168581	0.266076893349905	0.991958659429026
Caligus_rogercresseyi_NCBI.taxid217165	1477.21552321552	6915	946	72	830	44	0.124567474048443	0.0165912518853695	0.225237449118046
Calidris_pugnax_NCBI.taxid198806	759.332852952667	270525	170080	13843	136042	20195	0.802632341856555	0.174276616125441	0.99012365446619
Caenorhabditis_nigoni_NCBI.taxid1611254	1906.22278911565	94261	73090	6353	65006	1731	0.809093224656139	0.0907851261341585	0.965311395562947
Caenorhabditis_elegans_NCBI.taxid6239	16272.0552188552	208971	113413	8117	98694	6602	0.620660651475761	0.0707435466069458	0.962211172857561
Caenorhabditis_briggsae_NCBI.taxid6238	8454.13333333333	174730	84184	4362	77254	2568	0.680180882582255	0.0322625224568765	0.870761947700631
Brugia_malayi_NCBI.taxid6279	1552.73906991759	174157	84782	3385	78786	2611	0.363939361358994	0.0313829659366812	0.964828920620147
Brassica_rapa_NCBI.taxid3711	5217.98391959799	370147	182287	10402	154751	17134	0.746412169919633	0.0859648594679751	0.986322236881521
Brassica_oleracea_NCBI.taxid3712	4572.92387540979	366357	186314	9320	156864	20130	0.784313725490196	0.102731336885296	0.989515915370349
Brassica_cretica_NCBI.taxid69181	168.308016877637	127550	97051	17617	78185	1249	0.761059270779333	0.0654234979833429	0.91647032621819
Brassica_carinata_NCBI.taxid52824	317.244878681498	324412	233919	32639	196142	5138	0.8006034144427	0.0658751730857993	0.953775383179024
Branchiostoma_floridae_NCBI.taxid7739	2851.15503005086	234853	165449	25364	117959	22126	0.903598147488422	0.254471011742516	0.984353355475074
Bradysia_coprophila_NCBI.taxid38358	782.359477124183	150431	87192	4798	72706	9688	0.668710801393728	0.138538538538539	0.991544609006355
Bothrops_jararaca_NCBI.taxid8724	858.52645861601	1806	738	43	686	9	0.754385964912281	0.0087463556851312	0.952777777777778
Bos_taurus_NCBI.taxid9913	641.940668120455	308332	201692	20816	145055	35821	0.837699706225603	0.260298659303128	0.994426467765377
Bos_indicus_NCBI.taxid9915	1894.7262780817	397920	165485	13581	131001	20903	0.78798955613577	0.0843151886735373	0.986676206974467
Bombyx_mori_NCBI.taxid7091	543.990734747659	114967	78082	10377	60481	7224	0.870334647320305	0.173578739968283	0.984615635073096
Bombus_vosnesenskii_NCBI.taxid207650	1770.05299313052	171219	74205	5996	53839	14370	0.825440528634361	0.131495868449227	0.984727658484837
Bombus_vancouverensis_NCBI.taxid2705177	201.881109687858	104629	68067	11259	46474	10334	0.837287127240277	0.234538480742607	0.986269391566393
Bombus_terrestris_NCBI.taxid30195	2633.14186122438	266750	76226	2217	56781	17228	0.661396181384248	0.0838174193108951	0.981419386061947
Bombus_bifarius_NCBI.taxid103933	188.623052959502	110869	70158	8638	50071	11449	0.809331959149255	0.231479983825313	0.98689293598234
Blattella_germanica_NCBI.taxid6973	1037.7121559633	141108	58339	4491	50227	3621	0.434753146176186	0.0633507120613038	0.682246672099973
Betta_splendens_NCBI.taxid158456	3920.84642857143	464007	258986	5591	213452	39943	0.838985594237695	0.164617686211316	0.994177976916843
Beta_vulgaris_NCBI.taxid161934	5790.90738060781	301855	106489	2801	89793	13895	0.795286768881317	0.0668832731648616	0.991278716757007
Benincasa_hispida_NCBI.taxid102211	5945.74713045419	406219	115738	1763	94971	19004	0.697389240506329	0.0616954897103844	0.992776651125839
Bemisia_tabaci_NCBI.taxid7038	4161.79217719133	225922	97560	2326	82544	12690	0.652637485970819	0.0914383709702987	0.987651957499761
Belonocnema_treatae_NCBI.taxid1159321	598.681409295353	158330	82553	6556	61251	14746	0.72570290015497	0.169241363479858	0.985281343499662
Batillaria_attramentaria_NCBI.taxid370345	2298.04534196454	185306	86636	6345	77607	2684	0.523040145082846	0.0407518751328535	0.723183584467865
Balaenoptera_acutorostrata_NCBI.taxid9767	414.008931332495	328903	181900	17889	137708	26303	0.750786922398959	0.159044872143717	0.985776155195247
Bagarius_yarrelli_NCBI.taxid175774	637.247352854185	199603	114405	8674	101403	4328	0.670531849103278	0.0758606183832293	0.782340006943641
Bactrocera_oleae_NCBI.taxid104688	6368.70487106017	180966	54547	840	45802	7905	0.623145400593472	0.05969642048029	0.970422475528624
Bactrocera_latifrons_NCBI.taxid174628	643.199369582348	116601	61422	4760	46607	10055	0.298507462686567	0.190731818354262	0.972255251684503
Bactrocera_dorsalis_NCBI.taxid27457	2994.22415889745	163352	67088	6648	47656	12784	0.276965379327584	0.14374543205712	0.945292974173841
Atta_cephalotes_NCBI.taxid12957	0	1610	1530	786	724	20	0.952727272727273	0.606060606060606	0.962765957446808
Athalia_rosae_NCBI.taxid37344	367.747188676196	127572	77893	4753	58363	14777	0.804911092294666	0.235208913649025	0.991859556099385
Asterias_rubens_NCBI.taxid7604	363.292115457294	173748	145389	11441	122511	11437	0.914256033242768	0.303489452036619	0.991598475098949
Arvicola_amphibius_NCBI.taxid1047088	592.944992104383	274755	161023	20996	117851	22176	0.872216683283483	0.167777567618687	0.994456070476255
Arvicanthis_niloticus_NCBI.taxid61156	254.852439741328	231219	176781	29716	129213	17852	0.887786806883365	0.261928516931745	0.99708313077297
Armadillidium_vulgare_NCBI.taxid13347	327.711248445274	88833	58220	7404	49207	1609	0.635372865356561	0.0852766588933644	0.843857182055152
Arctia_plantaginis_NCBI.taxid874455	1730.39224806202	148917	81010	6295	71543	3172	0.759715182235095	0.0471035476158655	0.976163187337972
Archocentrus_centrarchus_NCBI.taxid63155	666.324429967427	323211	246980	22346	204695	19939	0.883695179341163	0.217769768457842	0.991912349053129
Arachis_ipaensis_NCBI.taxid130454	1098.09493401447	261309	147952	10444	116468	21040	0.825482137211508	0.161287849750862	0.985288519292428
Arabidopsis_thaliana_NCBI.taxid3702	5270.44713182117	241310	120166	3723	106416	10027	0.741929055400558	0.0776931480950573	0.992381076720786
Arabidopsis_lyrata_NCBI.taxid59689	3342.06453068592	248211	99824	4360	93224	2240	0.707447671588512	0.0159138379346112	0.920367262316122
Aquila_chrysaetos_NCBI.taxid8962	470.693771133358	252135	171989	25333	124141	22515	0.82990990990991	0.233941522412252	0.990212813477123
Apteryx_rowi_NCBI.taxid308060	2160.18650138842	384240	154026	12057	107082	34887	0.864983140827893	0.13340343766132	0.984336219734157
Apostasia_shenzhenica_NCBI.taxid1088818	739.707427835999	168021	65950	1013	62796	2141	0.503980099502488	0.022466840161182	0.888015272573004
Apium_graveolens_NCBI.taxid4045	696.109724430313	9886	4851	312	4396	143	0.65	0.0313321647677476	0.907889301941347
Apis_mellifera_NCBI.taxid7460	1912.91976351351	214183	80857	2217	58963	19677	0.654948301329394	0.130273297846985	0.986762392475818
Apis_florea_NCBI.taxid7463	490.906199701426	85999	56815	7720	39555	9540	0.834865361738942	0.264720572728786	0.97153313356585
Apis_cerana_NCBI.taxid7461	1395.15249875342	149166	69486	2147	54858	12481	0.721680672268908	0.1390935128328	0.971625929861849
Aphelenchus_avenae_NCBI.taxid70226	754.075320852467	198569	134014	26898	104692	2424	0.705003538384924	0.0532688715525766	0.911070306585096
Aphelenchoides_besseyi_NCBI.taxid269767	941.055393586006	108424	76772	4265	71094	1413	0.666718774425512	0.0610657331777518	0.901201703681168
Anser_cygnoides_NCBI.taxid8845	6168.18048946295	498276	170309	5487	133128	31694	0.607170521190661	0.0898208344433171	0.976147703859042
Anoplophora_glabripennis_NCBI.taxid217634	333.960302301615	97483	68892	9731	52223	6938	0.849794777748668	0.209064063159164	0.988211028270825
Anopheles_stephensi_NCBI.taxid30069	3334.23635525082	150805	61026	4103	41642	15281	0.197668256491786	0.177187449270657	0.950600374377939
Anopheles_gambiae_NCBI.taxid7165	71.3870023309273	37938	28899	5275	22233	1391	0.763165509259259	0.208890223757321	0.912422538679361
