id	species	dS	dN	dNdS	clade	clade_group	dS_added
Heterocephalus_glaber_0	Heterocephalus_glaber	0.616409715334661	0.0700961662682007	0.113716842100946	Mammalia	Mammalia	-11.7041994677548
Hirundo_rustica_0	Hirundo_rustica	0.202027749353516	0.0224382933214325	0.111065402615406	Aves	Aves	-3.84810881039192
Homarus_americanus_0	Homarus_americanus	2.48361937633474	0.234167355012936	0.0942847190049363	Crustacea	Other Invertebrates	1.21407119710147
Homo_sapiens_0	Homo_sapiens	0.0195067142850839	0.00290852951211405	0.149104019754783	Mammalia	Mammalia	-13.5858461237751
Hydra_vulgaris_0	Hydra_vulgaris	7.24930992321044	0.717517609750547	0.0989773671357654	Cnidaria	Other Invertebrates	4.89536960063686
Ignelater_luminosus_0	Ignelater_luminosus	2.19715767688751	0.201468135031783	0.0916948916097737	Coleoptera	Other Insecta	-12.9563085853334
Ixodes_scapularis_0	Ixodes_scapularis	4.62357226681526	0.443025012382182	0.0958187710316336	Arachnida	Other Invertebrates	-6.12883368093595
Lamprotornis_superbus_0	Lamprotornis_superbus	0.0957145630472615	0.0183701079621571	0.191925944990067	Aves	Aves	-13.4964568278782
Lates_calcarifer_0	Lates_calcarifer	0.373894106136802	0.043351609084061	0.115946222132208	Teleostei	Teleostei	-0.628476585869449
Lepeophtheirus_salmonis_0	Lepeophtheirus_salmonis	6.14426902968627	0.606348157913091	0.0986851576621233	Crustacea	Other Invertebrates	-1.2890342205373
Lepidothrix_coronata_0	Lepidothrix_coronata	0.0582053557294855	0.00456065615845971	0.0783545792530805	Aves	Aves	-15.0446111594521
Leptinotarsa_decemlineata_0	Leptinotarsa_decemlineata	2.54947347877598	0.234155556592582	0.0918446724556642	Coleoptera	Other Insecta	-0.125064325762737
Leptonychotes_weddellii_0	Leptonychotes_weddellii	0.046223213181364	0.00529637037166068	0.114582479389296	Mammalia	Mammalia	-11.59752404816
Linepithema_humile_0	Linepithema_humile	1.07438081304285	0.120153658519357	0.111835260887673	Hymenoptera	Hymenoptera	0.537812937129653
Loa_loa_0	Loa_loa	0.61632960529436	0.0945888666202497	0.153471236506762	Nematoda	Nematoda	-1.00901944704789
Lonchura_striata_0	Lonchura_striata	0.107668317423657	0.011360216448155	0.105511228558113	Aves	Aves	-15.7944657421448
Loxodonta_africana_0	Loxodonta_africana	0.281482315893646	0.0341425501637039	0.121295542333836	Mammalia	Mammalia	-1.6718056666146
Lucilia_cuprina_0	Lucilia_cuprina	1.74962233239101	0.159132786872697	0.0909526495670804	Diptera	Lepido Diptera	-6.38966824098842
Lynx_canadensis_0	Lynx_canadensis	0.0238650360481247	0.00277242411341764	0.116170958544833	Mammalia	Mammalia	-13.3378527765536
Lynx_pardinus_0	Lynx_pardinus	0.0452105541484124	0.00345346524741391	0.0763862622890496	Mammalia	Mammalia	-0.456882431076497
