species	NCBI.taxid	value	db	life_history_traits
Xiphorhynchus_elegans	269412	0.0385	EOL	weight_kg
Campylorhamphus_procurvoides	190295	0.036	EOL	weight_kg
Ifrita_kowaldi	461245	0.036	EOL	weight_kg
Serilophus_lunatus	239386	0.035	EOL	weight_kg
Dryoscopus_gambensis	85069	0.035	EOL	weight_kg
Pomatorhinus_ruficollis	932028	0.035	EOL	weight_kg
Promerops_cafer	254652	0.035	EOL	weight_kg
Rhinopomastus_cyanomelas	113115	0.035	EOL	weight_kg
Sakesphorus_luctuosus	419690	0.034	EOL	weight_kg
Illadopsis_cleaveri	201329	0.034	EOL	weight_kg
Nesospiza_acunhae	381881	0.034	EOL	weight_kg
Mohoua_ochrocephala	874463	0.0325	EOL	weight_kg
Geospiza_fortis	48883	0.032	EOL	weight_kg
Hypocryptadius_cinnamomeus	589841	0.0315	EOL	weight_kg
Galbula_dea	1109041	0.0315	EOL	weight_kg
Oxylabes_madagascariensis	98144	0.03	EOL	weight_kg
Rhagologus_leucostigma	156170	0.0295	EOL	weight_kg
Pachycephala_philippinensis	449367	0.0288	EOL	weight_kg
Smithornis_capensis	363769	0.0285	EOL	weight_kg
Mystacornis_crossleyi	98133	0.0285	EOL	weight_kg
Nyctiprogne_leucopyga	382315	0.0282	EOL	weight_kg
Furnarius_figulus	463165	0.028	EOL	weight_kg
Sclerurus_mexicanus	265632	0.0277	EOL	weight_kg
Prunella_himalayana	670356	0.0271	EOL	weight_kg
Vireo_altiloquus	34956	0.0262	EOL	weight_kg
Chloropsis_cyanopogon	1218682	0.0253	EOL	weight_kg
Grantiella_picta	266360	0.025	EOL	weight_kg
Locustella_ochotensis	187437	0.024	EOL	weight_kg
Eulacestoma_nigropectus	461239	0.0232	EOL	weight_kg
Oceanodroma_tethys	79633	0.023	EOL	weight_kg
Myiagra_hebetior	381031	0.0215	EOL	weight_kg
Oreocharis_arfaki	979223	0.0215	EOL	weight_kg
Prunella_fulvescens	670355	0.021	EOL	weight_kg
Manacus_candei	415023	0.0209	EOL	weight_kg
Sapayoa_aenigma	239371	0.0208	EOL	weight_kg
Scytalopus_superciliaris	312124	0.02	EOL	weight_kg
Melanocharis_versteri	254552	0.02	EOL	weight_kg
Pipra_filicauda	649802	0.019	EOL	weight_kg
Piprites_chloris	114369	0.0185	EOL	weight_kg
Chiroxiphia_lanceolata	296741	0.0185	EOL	weight_kg
Tichodroma_muraria	237442	0.018	EOL	weight_kg
Manacus_vitellinus	328815	0.0171	EOL	weight_kg
Neopelma_chrysocephalum	114329	0.017	EOL	weight_kg
Chloroceryle_aenea	176938	0.0169	EOL	weight_kg
Hylia_prasina	208073	0.0165	EOL	weight_kg
Onychorhynchus_coronatus	360224	0.0162	EOL	weight_kg
Mionectes_macconnelli	254557	0.016	EOL	weight_kg
Podarcis_raffonei	65483	0.01556	EOL Podarcis raffoneae	weight_kg
Pteruthius_melanotis	357074	0.015	EOL	weight_kg
Platysteira_castanea	1160851	0.015	EOL	weight_kg
Vidua_chalybeata	81927	0.0134	EOL	weight_kg
Machaerirhynchus_nigripectus	1160894	0.0133	EOL	weight_kg
Zosterops_hypoxanthus	2485327	0.013	EOL	weight_kg
Peucedramus_taeniatus	135441	0.0121	EOL	weight_kg
Neopipo_cinnamomea	456388	0.012	EOL	weight_kg
Corapipo_altera	415028	0.0111	EOL	weight_kg
Rhipidura_dahli	667186	0.011	EOL	weight_kg
Sylvietta_virens	208069	0.01	EOL	weight_kg
Dicaeum_eximium	667154	0.0095	EOL	weight_kg
Tachuris_rubrigastra	495162	0.0095	EOL	weight_kg
Oreotrochilus_melanogaster	689266	0.0095	EOL	weight_kg
Zosterops_borbonicus	364589	0.0092	EOL	weight_kg
Neodrepanis_coruscans	254563	0.0085	EOL	weight_kg
Certhia_brachydactyla	73330	0.0082	AnAge;EOL	weight_kg
Erythrocercus_mccallii	107208	0.008	EOL	weight_kg
Anthoscopus_minutus	156561	0.0076	EOL	weight_kg
Phrynocephalus_forsythii	171643	0.00458	EOL	weight_kg
Sphaerodactylus_townsendi	933632	0.0005	EOL	weight_kg
