species	NCBI.taxid	dN	dS	dNdS
Sander_lucioperca	283035	0.3021606021	2.92684416	0.103237680444182
Ursus_arctos	9644	0.1821007015	1.763765135	0.103245436643695
Alligator_mississippiensis	8496	0.1020277173	0.9248119959	0.110322657742679
Aquila_chrysaetos	8962	0.114778802	1.039698192	0.110396269689772
Haliotis_rufescens	6454	0.5320349138	5.631231081	0.094479325416978
Athalia_rosae	37344	0.4944249175	5.824916107	0.0848810366394518
Ceratitis_capitata	7213	0.6612978967	7.777597593	0.0850259850542
Tribolium_castaneum	7070	0.4836314427	5.607944197	0.0862404164004915
Trichuris_suis	68888	0.577246495	6.581003231	0.0877140573766723
Trichinella_nelsoni	6336	0.01273018072	0.05945160256	0.21412678837635
Trichinella_patagoniensis	990121	0.009158187531	0.03630103699	0.252284460455574
Trichinella_nativa	6335	0.006683843711	0.02946907373	0.226808747782111
Trichinella_britovi	45882	0.004950816814	0.02158968718	0.229313967021545
Strongyloides_ratti	34506	0.8217330933	9.595871564	0.0856340237381693
Ditylenchus_destructor	166010	0.5718931459	6.563156925	0.0871368995797704
Aphelenchoides_bicaudatus	293665	0.5104310196	5.994074975	0.0851559284341451
Bursaphelenchus_okinawaensis	465554	0.2158653317	2.764959999	0.0780717738332821
Bursaphelenchus_xylophilus	6326	0.2092894994	2.689928668	0.0778048510690098
Steinernema_carpocapsae	34508	0.660743395	7.436607197	0.0888501137005798
Enterobius_vermicularis	51028	0.4671873706	5.554872495	0.0841040673787779
Toxocara_canis	6265	0.3474121037	4.131146989	0.0840957982432128
Thelazia_callipaeda	103827	0.2519451998	2.477003828	0.101713690125149
Dirofilaria_immitis	6287	0.1161537052	0.8876506011	0.130855209308774
Cercopithifilaria_johnstoni	2874296	0.07742278035	0.4972709646	0.155695356981637
Acanthocheilonema_viteae	6277	0.07907364955	0.5612000481	0.14090100280232
Brugia_malayi	6279	0.1009753334	0.7775940018	0.129856111500679
Loa_loa	7209	0.08055711008	0.5673825142	0.141980248005324
Pristionchus_pacificus	54126	0.6474722763	7.348635301	0.0881078254369069
Dictyocaulus_viviparus	29172	0.1934924521	2.197662233	0.0880446727411182
Parelaphostrongylus_tenuis	148309	0.1199459674	1.203091406	0.0996981333270367
Angiostrongylus_costaricensis	334426	0.09568090216	0.9561045916	0.10007367708577
Necator_americanus	51031	0.1288541377	1.771805101	0.0727247808617749
Ancylostoma_ceylanicum	53326	0.05709240996	0.7371226605	0.0774530658456131
Ancylostoma_caninum	29170	0.03922952779	0.5741558962	0.0683255681072635
Caenorhabditis_auriculariae	2777116	0.377509633	4.357490234	0.0866346480950025
Caenorhabditis_bovis	2654633	0.3070464236	3.589146	0.0855486022580302
Caenorhabditis_angaria	860376	0.3036678261	3.587723682	0.0846408065435849
Caenorhabditis_elegans	6239	0.1319124117	1.756660659	0.0750927112895513
Caenorhabditis_remanei	31234	0.1202645765	1.624793154	0.0740183919435692
Caenorhabditis_nigoni	1611254	0.01783789655	0.266065947	0.0670431400603099
Caenorhabditis_briggsae	6238	0.0235401039	0.3245618335	0.0725288726839781
