species	NCBI.txid	dN	dS	dNdS
Haliotis_rufescens	6454	0.5484168934	4.651880443	0.117891441992074
Caenorhabditis_elegans	6239	1.255230618	10.20250076	0.123031661308105
Athalia_rosae	37344	0.5344621391	4.758314079	0.112321744682377
Tribolium_castaneum	7070	0.5244119244	4.551694117	0.115212470548359
Ceratitis_capitata	7213	0.6931798322	6.212799159	0.111572869886812
Sander_lucioperca	283035	0.3231473861	3.010706666	0.107332736778814
Aquila_chrysaetos	8962	0.1240713521	0.988984832	0.125453240621591
Alligator_mississippiensis	8496	0.104473765	0.8195209146	0.127481511623157
Tachyglossus_aculeatus	9261	0.04152174992	0.2497854842	0.166229635212725
Ornithorhynchus_anatinus	9258	0.03570021732	0.2192286418	0.16284467680354
Gracilinanus_agilis	191870	0.01507088576	0.1368980842	0.110088361338807
Monodelphis_domestica	13616	0.02330165983	0.1660253175	0.140350039264343
Dromiciops_gliroides	33562	0.03635035371	0.299299379	0.121451483900339
Antechinus_flavipes	38775	0.01579594941	0.1055922154	0.149593881993691
Sarcophilus_harrisii	9305	0.01282381289	0.09834794436	0.130392281948047
Trichosurus_vulpecula	9337	0.03216722556	0.2389813767	0.134601390301556
Vombatus_ursinus	29139	0.01786363555	0.129097319	0.138373404563111
Phascolarctos_cinereus	38626	0.0231267665	0.1428906279	0.161849428754592
Choloepus_didactylus	27675	0.04356591242	0.2925338665	0.148926047234261
Dasypus_novemcinctus	9361	0.0529320612	0.3447453139	0.153539610448059
Trichechus_manatus	9778	0.0293486304	0.2071741574	0.141661637572563
Elephas_maximus	9783	0.00189550346	0.01155653957	0.164019986131541
Loxodonta_africana	9785	0.004049149206	0.01491595422	0.271464309039693
Chrysochloris_asiatica	185453	0.05586723664	0.4602054347	0.121396299190641
Echinops_telfairi	9371	0.08746599034	0.7288608661	0.120003685762434
Orycteropus_afer	9818	0.04834526218	0.3702131812	0.130587630681584
Elephantulus_edwardii	28737	0.07946101556	0.6986961864	0.113727564436009
Galeopterus_variegatus	482537	0.04765686016	0.3476480366	0.137083645361799
Lemur_catta	9447	0.02054540443	0.1325186434	0.155037841490611
Propithecus_coquereli	379532	0.0186359985	0.1264036208	0.147432473706481
Otolemur_garnettii	30611	0.01764111885	0.1393893835	0.126559989053973
Nycticebus_coucang	9470	0.01945627076	0.1287724353	0.151090337886931
Carlito_syrichta	1868482	0.05622930497	0.4565031721	0.123173963307494
Callithrix_jacchus	9483	0.01400812967	0.09474207396	0.147855425625517
Aotus_nancymaae	37293	0.01020009972	0.06812517401	0.149725851980983
Sapajus_apella	9515	0.007848261565	0.03035936403	0.25851205437784
Cebus_imitator	2715852	0.003495426258	0.01977365456	0.176771888443468
Symphalangus_syndactylus	9590	0.007240275777	0.02730594291	0.265153845844615
Nomascus_leucogenys	61853	0.002785942475	0.01886887975	0.147647476263131
Hylobates_moloch	81572	0.003219235107	0.01994943204	0.161369762334347
Pongo_abelii	9601	0.003025989504	0.008515306344	0.355358854016116
Pongo_pygmaeus	9600	0.0008596908579	0.004431324146	0.194003153363541
Gorilla_gorilla	9593	0.009991879554	0.03571981804	0.279729296011834
Homo_sapiens	9606	0.003262580171	0.01798732475	0.181382179748548
Pan_paniscus	9597	0.001418243637	0.005940172514	0.238754620957125
Pan_troglodytes	9598	0.001062446544	0.00503600254	0.210970216071416
Colobus_angolensis	54131	0.009254943746	0.03711376238	0.24936689660403
Piliocolobus_tephrosceles	591936	0.004354200204	0.02961022551	0.14705055868384
Trachypithecus_francoisi	54180	0.004793865277	0.02463800697	0.194571958796714
Rhinopithecus_bieti	61621	0.00503926424	0.01304844069	0.38619666209327
Rhinopithecus_roxellana	61622	0.0009127539087	0.005574984185	0.163723138651379
Chlorocebus_sabaeus	60711	0.00510991592	0.03488299249	0.146487315314616
Theropithecus_gelada	9565	0.001808594111	0.01090319159	0.165877495233485
Papio_anubis	9555	0.002954683883	0.01268047228	0.233010554950718
Cercocebus_atys	9531	0.003083179901	0.01693391376	0.182071312320183
Mandrillus_leucophaeus	9568	0.005065985914	0.02175917584	0.232820670748346
Macaca_thibetana	54602	0.002026934602	0.01038048837	0.195263896047311
Macaca_nemestrina	9545	0.002440378875	0.01058312018	0.23059162453922
Macaca_fascicularis	9541	0.001158278549	0.006527545951	0.177444717769096
Macaca_mulatta	9544	0.000836521796	0.006618262859	0.126395976379578
Ochotona_princeps	9978	0.01716919871	0.1288700595	0.133228763737787
Ochotona_curzoniae	130825	0.0139794149	0.1358842776	0.102877353781509
Sciurus_carolinensis	30640	0.02459844742	0.2120985654	0.115976491277107
Ictidomys_tridecemlineatus	43179	0.007263900322	0.05563919925	0.130553645989073
Marmota_monax	9995	0.002055300419	0.01226052179	0.167635640163077
Marmota_marmota	9993	0.003694684682	0.01306164441	0.282865201809609
Marmota_flaviventris	93162	0.0017116061	0.01176823302	0.145442913739993
Fukomys_damarensis	885580	0.03537567702	0.2474111623	0.142983350836471
Heterocephalus_glaber	10181	0.03036728906	0.190900673	0.159073766387403
Cavia_porcellus	10141	0.04408072011	0.3793864722	0.116189488397894
Chinchilla_lanigera	34839	0.02999010603	0.2509040568	0.119528183053276
Octodon_degus	10160	0.04111535037	0.3600187504	0.114203358364859
Castor_canadensis	51338	0.04619283086	0.4010595845	0.115176977798919
Perognathus_longimembris	38669	0.03202653657	0.2836540577	0.11290702777068
Dipodomys_ordii	10020	0.006329867271	0.0487516473	0.129839043838832
Dipodomys_spectabilis	105255	0.00544634034	0.04111555312	0.132464236200454
Jaculus_jaculus	51337	0.06908089921	0.6028489718	0.114590722455305
Nannospalax_galili	1026970	0.05176688356	0.437541095	0.118313191952861
Onychomys_torridus	38674	0.01800196941	0.1437052026	0.125270129990409
Peromyscus_californicus	42520	0.008400681015	0.07243602816	0.115973794096554
Peromyscus_leucopus	10041	0.003706926873	0.03694054104	0.100348472670881
Peromyscus_maniculatus	10042	0.005310457122	0.04533271199	0.117144042103006
Phodopus_roborovskii	109678	0.02511763283	0.2233987285	0.112434090375765
Mesocricetus_auratus	10036	0.02347352401	0.2201853097	0.10660803866517
Myodes_glareolus	447135	0.01450072468	0.1218062185	0.119047490830692
Arvicola_amphibius	1047088	0.01105518976	0.1027465258	0.107596725766858
Microtus_fortis	100897	0.008488531663	0.06258177356	0.135639039613693
Microtus_oregoni	111838	0.00538544949	0.0443142063	0.121528736259911
Microtus_ochrogaster	79684	0.00800588471	0.05112590438	0.156591551916524
Acomys_russatus	60746	0.03707509084	0.3443892933	0.107654597751108
Psammomys_obesus	48139	0.008959716013	0.06318571334	0.141799712931752
Meriones_unguiculatus	10047	0.006950464508	0.06504809447	0.10685116243037
Apodemus_sylvaticus	10129	0.02678789378	0.2727833664	0.0982020793039088
Rattus_rattus	10117	0.01154913065	0.0584910192	0.197451349078219
Rattus_norvegicus	10116	0.004687626678	0.04350474136	0.107749788447426
Arvicanthis_niloticus	61156	0.01391365689	0.1372396472	0.101382196572712
Grammomys_surdaster	491861	0.01620184177	0.1387872857	0.116738660088948
Mastomys_coucha	35658	0.0223234788	0.1969684357	0.113335310404762
Mus_pahari	10093	0.01632860353	0.136291272	0.119806670598833
Mus_caroli	10089	0.007463544075	0.07045208861	0.105937868163367
Mus_musculus	10090	0.00784077679	0.07147790881	0.10969510608994
Talpa_occidentalis	50954	0.02434713549	0.1995875718	0.12198723232325
Condylura_cristata	143302	0.04465916199	0.3247458341	0.137520353767642
Galemys_pyrenaicus	202257	0.04093921677	0.2846415444	0.143827271793007
Erinaceus_europaeus	9365	0.08830771598	0.729472713	0.121056914681331
Suncus_etruscus	109475	0.07348935992	0.5771147665	0.127339247210199
Sorex_araneus	42254	0.02108080341	0.2010559173	0.104850450029505
Sorex_cinereus	36803	0.018997225	0.1826342299	0.104017877757098
Vicugna_pacos	30538	0.006404384632	0.04713820106	0.135864001764687
Camelus_dromedarius	9838	0.001384547421	0.007212889803	0.191954606103109
Camelus_ferus	419612	0.001274146272	0.007156401052	0.178042882552525
Phacochoerus_africanus	41426	0.006337739474	0.03889449876	0.162946937897497
Sus_scrofa	9823	0.003736179969	0.03197535065	0.116845629306648
Balaenoptera_musculus	9771	0.006048941839	0.02615726815	0.231252812958604
Balaenoptera_acutorostrata	9767	0.006295871754	0.0282795308	0.222629993351941
Physeter_catodon	9755	0.01264098556	0.0638675838	0.197924906625323
Lipotes_vexillifer	118797	0.009283793009	0.05332079688	0.174112045434982
Orcinus_orca	9733	0.002670826962	0.01500940987	0.177943502451639
Lagenorhynchus_obliquidens	90247	0.004172988644	0.01933420813	0.215834474106284
Globicephala_melas	9731	0.002294503304	0.01373726036	0.167027721967119
Tursiops_truncatus	9739	0.002090223767	0.01340488648	0.155929986435812
Delphinapterus_leucas	9749	0.001674301701	0.008337879863	0.200806647314486
Monodon_monoceros	40151	0.001897514003	0.008211484792	0.231080498967573
Phocoena_sinus	42100	0.00178166954	0.008569939428	0.207897565084167
Neophocaena_asiaeorientalis	189058	0.002895270901	0.01168526756	0.247771040426224
Cervus_canadensis	1574408	0.003992520917	0.0225868115	0.176763369942676
Rangifer_tarandus	9870	0.006316958217	0.03612552722	0.174861343296957
Odocoileus_virginianus	9874	0.005384842872	0.03778872638	0.142498659993208
Cervus_hanglu	2100816	0.01259749507	0.0421132296	0.29913391087916
Muntiacus_muntjak	9888	0.01156705151	0.09292995939	0.124470639887579
Cervus_elaphus	9860	0.04245321724	0.1036318948	0.409653971124728
Moschus_berezovskii	68408	0.01632136896	0.1278604625	0.127649850789489
Bos_taurus	9913	0.002419424659	0.01842333848	0.131323899934123
Bubalus_bubalis	89462	0.009523117858	0.08447686239	0.112730487243183
Bison_bison	9901	0.004792201256	0.01795751706	0.266863243954507
Bos_mutus	72004	0.002366704871	0.01285373148	0.184125899524392
Oryx_dammah	59534	0.008441717123	0.06620308857	0.127512436433749
Ovis_aries	9940	0.001812974291	0.01447921792	0.125212169677739
Ovis_ammon	30527	0.008497517969	0.02936469956	0.289378679037301
Budorcas_taxicolor	37181	0.005240490037	0.04270133622	0.122724263475051
Capra_hircus	9925	0.003978367558	0.0326534191	0.121836171146929
Rhinolophus_ferrumequinum	59479	0.02484592259	0.1911634401	0.129972146227348
Hipposideros_armiger	186990	0.02878866013	0.2023512561	0.14227072608718
Pteropus_vampyrus	132908	0.006332110523	0.02069469592	0.305977461446073
Pteropus_giganteus	143291	0.005991894607	0.02101827156	0.285080273603621
Rousettus_aegyptiacus	9407	0.02635214265	0.212800678	0.123834862264866
Pteropus_alecto	9402	0.002841784393	0.02067213311	0.137469335064668
Pteronotus_parnellii	59476	0.02898032716	0.2402487601	0.120626333921296
Phyllostomus_hastatus	9423	0.00725614927	0.06110578062	0.118747345936451
Phyllostomus_discolor	89673	0.01033631931	0.07801998886	0.1324829631615
Sturnira_hondurensis	192404	0.02803602482	0.198737124	0.141070899365536
Desmodus_rotundus	9430	0.02670953916	0.2223163671	0.120142027815639
Artibeus_jamaicensis	9417	0.02175082442	0.181758086	0.119669088174707
Molossus_molossus	27622	0.03609446599	0.2804334727	0.128709549692782
Miniopterus_natalensis	291302	0.03525391139	0.2764300967	0.127532825878435
Eptesicus_fuscus	29078	0.009155913554	0.06658010587	0.137517257360288
Pipistrellus_kuhlii	59472	0.03177078691	0.2365536262	0.134306911377206
Myotis_davidii	225400	0.01172288491	0.07275317455	0.161132280240821
