species	NCBI.taxid	dN	dS	dNdS
Sander_lucioperca	283035	0.3155747442	3.029426685	0.104169790859289
Ursus_arctos	9644	0.1873176354	1.866834396	0.100339717224709
Alligator_mississippiensis	8496	0.1047539005	0.9808862028	0.106795161559999
Aquila_chrysaetos	8962	0.1180544745	1.098140789	0.107503951845286
Haliotis_rufescens	6454	0.5299743384	6.311742129	0.0839664117399496
Caenorhabditis_elegans	6239	1.162066092	14.88589352	0.0780649203515195
Cloeon_dipterum	197152	0.5932377581	7.44548521	0.0796775148116908
Pediculus_humanus	121225	0.5955025339	8.081072235	0.0736910296780685
Nilaparvata_lugens	108931	0.4748513686	6.16854549	0.0769794709903323
Nezara_viridula	85310	0.06711380837	0.8416775479	0.0797381473908269
Halyomorpha_halys	286706	0.05846324064	0.7485735885	0.0780995235981399
Apolygus_lucorum	248454	0.4031992775	5.390880887	0.0747928373769687
Cimex_lectularius	79782	0.3483427177	4.780365278	0.0728694770048491
Bemisia_tabaci	7038	0.5084300423	6.76150978	0.0751947507055148
Diaphorina_citri	121845	0.6097963653	7.867380915	0.0775094496997544
Adelges_cooleyi	133065	0.1331737725	1.868996938	0.0712541416159345
Daktulosphaira_vitifoliae	58002	0.1665879439	2.251249763	0.0739979839811315
Cinara_cedri	506608	0.1338453866	1.334979676	0.100260242913241
Sipha_flava	143950	0.1168090623	1.292735853	0.0903580279211147
Myzus_persicae	13164	0.03190635583	0.3742559319	0.0852527725292682
Acyrthosiphon_pisum	7029	0.03216406379	0.3304173753	0.0973437421709342
Rhopalosiphum_maidis	43146	0.02806048305	0.3473621802	0.0807816298073776
Melanaphis_sacchari	742174	0.03930845099	0.4261205366	0.0922472577915176
Aphis_craccivora	307492	0.01814786405	0.153391591	0.118310683993101
Aphis_glycines	307491	0.01973118393	0.1005913151	0.196151963123107
Aphis_gossypii	80765	0.005053433394	0.04772823008	0.105879337774094
Megalurothrips_usitatus	439358	0.1576451616	2.189301365	0.0720070631299314
Frankliniella_occidentalis	133901	0.1633266491	2.44102363	0.0669090815396982
Thrips_palmi	161013	0.1807160626	2.560382191	0.070581674577817
Ischnura_elegans	197161	0.504321226	6.643299646	0.0759142674384193
Timema_podura	61482	0.4390995264	5.661355624	0.0775608450630693
Blattella_germanica	6973	0.2142962384	2.914516523	0.0735271996946576
Zootermopsis_nevadensis	136037	0.1095648272	0.8414465875	0.130210079674249
Coptotermes_formosanus	36987	0.1312294082	1.035260829	0.126759754183648
Cryptotermes_secundus	105785	0.1068526017	0.84153348	0.126973678694281
Gryllus_bimaculatus	6999	0.3683483106	5.095349136	0.0722910836467556
Schistocerca_nitens	7011	0.006223864163	0.05036095589	0.123585107808405
Schistocerca_gregaria	7010	0.01238252183	0.1243173588	0.0996041256790279
Schistocerca_cancellata	274614	0.00784247394	0.0791638544	0.0990663478861636
Schistocerca_piceifrons	274613	0.004410156048	0.03458748668	0.127507271308908
Schistocerca_americana	7009	0.002827159042	0.02297700933	0.123042951386572
Schistocerca_serialis	2023354	0.002739206559	0.02211100454	0.123884310821095
Athalia_rosae	37344	0.5067889107	6.764700816	0.0749166776897706
Ceratitis_capitata	7213	0.7223621868	9.66404603	0.0747473868147542
Chrysoperla_carnea	189513	0.4553679434	6.360671235	0.0715911774993665
Agrilus_planipennis	224129	0.3664459191	5.059276043	0.0724305050733521
Photinus_pyralis	7054	0.2951290013	4.276722622	0.0690082166614733
Ignelater_luminosus	2038154	0.1874029114	2.847335617	0.0658169378703066
Nicrophorus_vespilloides	110193	0.3687375174	5.006079068	0.073657949143683
Onthophagus_taurus	166361	0.3707115083	5.161539968	0.0718218807949372
Harmonia_axyridis	115357	0.1254668878	1.794474836	0.0699184437044956
Coccinella_septempunctata	41139	0.114960384	1.659915773	0.0692567574029553
Asbolus_verrucosus	1661398	0.1363577006	2.058083074	0.066254711640469
Tenebrio_molitor	7067	0.1306242798	1.905294127	0.0685585904816049
Zophobas_morio	2755281	0.1837307719	2.595363668	0.0707919179748647
Tribolium_madens	41895	0.04867170206	0.8804032818	0.0552834173453895
Tribolium_castaneum	7070	0.05388741501	0.9547025591	0.0564441924831539
Brassicogethes_aeneus	1431903	0.2056458259	2.949527789	0.0697216099020792
Aethina_tumida	116153	0.208984782	3.037764688	0.0687955794685306
Sitophilus_oryzae	7048	0.245337999	3.492689992	0.0702432794098378
Anthonomus_grandis	7044	0.2445016866	3.485208	0.0701541160814505
Ceutorhynchus_assimilis	467358	0.2039093552	2.880813874	0.0707818568357811
Dendroctonus_ponderosae	77166	0.2704595454	3.857177613	0.0701185095776921
Anoplophora_glabripennis	217634	0.2111698823	3.165211229	0.0667158894058125
Acanthoscelides_obtectus	200917	0.09982110439	1.36924048	0.0729025367333575
Callosobruchus_maculatus	64391	0.1036280824	1.429420647	0.0724965618885453
Phaedon_cochleariae	80249	0.2116057481	2.890991708	0.0731948651095889
Gonioctena_quinquepunctata	63699	0.1388112708	1.934281416	0.0717637411246265
Leptinotarsa_decemlineata	7539	0.1604017524	2.251179806	0.0712523060008295
Psylliodes_chrysocephala	2598218	0.1271523369	1.947978207	0.0652740038071689
Phyllotreta_striolata	444603	0.2086299368	3.156586087	0.0660935361969743
Diabrotica_balteata	107213	0.02982003428	0.3840970136	0.0776367251609373
Diabrotica_virgifera	50389	0.03040546604	0.3718850633	0.0817603852388981
