species	db	value	unity	value_used	category	id
Muntiacus_muntjak	ADW_ML	17.6	years	6424	lifespan	Muntiacus_muntjak;ADW;lifespan
Ophiophagus_hannah	ADW_ML	17.1	years	6241.5	lifespan	Ophiophagus_hannah;ADW;lifespan
Acanthaster_planci	ADW_ML	17	years	6205	lifespan	Acanthaster_planci;ADW;lifespan
Cathartes_aura	ADW_ML	17	years	6205	lifespan	Cathartes_aura;ADW;lifespan
Merops_nubicus	ADW_ML	17	years	6205	lifespan	Merops_nubicus;ADW;lifespan
Ornithorhynchus_anatinus	ADW_ML	17	years	6205	lifespan	Ornithorhynchus_anatinus;ADW;lifespan
Molothrus_ater	ADW_ML	16.9	years	6168.5	lifespan	Molothrus_ater;ADW;lifespan
Callithrix_jacchus	ADW_ML	16.8	years	6132	lifespan	Callithrix_jacchus;ADW;lifespan
Anhinga_anhinga	ADW_ML	16.4	years	5986	lifespan	Anhinga_anhinga;ADW;lifespan
Vulpes_lagopus	ADW_ML	16.3	years	5949.5	lifespan	Vulpes_lagopus;ADW;lifespan
Clarias_magur	ADW_ML	16.2	years	5913	lifespan	Clarias_magur;ADW;lifespan
Leopardus_geoffroyi	ADW_ML	16	years	5840	lifespan	Leopardus_geoffroyi;ADW;lifespan
Lithobates_catesbeianus	ADW_ML	16	years	5840	lifespan	Lithobates_catesbeianus;ADW;lifespan
Pygoscelis_adeliae	ADW_ML	16	years	5840	lifespan	Pygoscelis_adeliae;ADW;lifespan
Aphelocoma_coerulescens	ADW_ML	15.8	years	5767	lifespan	Aphelocoma_coerulescens;ADW;lifespan
Budorcas_taxicolor	ADW_ML	15.8	years	5767	lifespan	Budorcas_taxicolor;ADW;lifespan
Otolemur_garnettii	ADW_ML	15.7	years	5730.5	lifespan	Otolemur_garnettii;ADW;lifespan
Microcebus_murinus	ADW_ML	15.5	years	5657.5	lifespan	Microcebus_murinus;ADW;lifespan
Sturnus_vulgaris	ADW_ML	183	months	5490	lifespan	Sturnus_vulgaris;ADW;lifespan
Callorhinchus_milii	ADW_ML	15	years	5475	lifespan	Callorhinchus_milii;ADW;lifespan
Chanos_chanos	ADW_ML	15	years	5475	lifespan	Chanos_chanos;ADW;lifespan
Coptotermes_formosanus	ADW_ML	15	years	5475	lifespan	Coptotermes_formosanus;ADW;lifespan
Dicentrarchus_labrax	ADW_ML	15	years	5475	lifespan	Dicentrarchus_labrax;ADW;lifespan
Loa_loa	ADW_ML	15	years	5475	lifespan	Loa_loa;ADW;lifespan
Marmota_flaviventris	ADW_ML	15	years	5475	lifespan	Marmota_flaviventris;ADW;lifespan
Platysternon_megacephalum	ADW_ML	15	years	5475	lifespan	Platysternon_megacephalum;ADW;lifespan
Puma_yagouaroundi	ADW_ML	15	years	5475	lifespan	Puma_yagouaroundi;ADW;lifespan
Vulpes_vulpes	ADW_ML	15	years	5475	lifespan	Vulpes_vulpes;ADW;lifespan
Cavia_porcellus	ADW_ML	14.8	years	5402	lifespan	Cavia_porcellus;ADW;lifespan
Trichosurus_vulpecula	ADW_ML	14.7	years	5365.5	lifespan	Trichosurus_vulpecula;ADW;lifespan
Nestor_notabilis	ADW_ML	14.4	years	5256	lifespan	Nestor_notabilis;ADW;lifespan
Corvus_brachyrhynchos	ADW_ML	175	months	5250	lifespan	Corvus_brachyrhynchos;ADW;lifespan
Felis_catus	ADW_ML	14	years	5110	lifespan	Felis_catus;ADW;lifespan
Herpetotheres_cachinnans	ADW_ML	14	years	5110	lifespan	Herpetotheres_cachinnans;ADW;lifespan
Marmota_monax	ADW_ML	14	years	5110	lifespan	Marmota_monax;ADW;lifespan
Mustela_putorius	ADW_ML	14	years	5110	lifespan	Mustela_putorius;ADW;lifespan
Nyctereutes_procyonoides	ADW_ML	14	years	5110	lifespan	Nyctereutes_procyonoides;ADW;lifespan
Rana_temporaria	ADW_ML	14	years	5110	lifespan	Rana_temporaria;ADW;lifespan
Chaetura_pelagica	ADW_ML	168	months	5040	lifespan	Chaetura_pelagica;ADW;lifespan
Oxyura_jamaicensis	ADW_ML	163	months	4890	lifespan	Oxyura_jamaicensis;ADW;lifespan
Falco_rusticolus	ADW_ML	162	months	4860	lifespan	Falco_rusticolus;ADW;lifespan
Chlorocebus_sabaeus	ADW_ML	13	years	4745	lifespan	Chlorocebus_sabaeus;ADW;lifespan
Lynx_pardinus	ADW_ML	13	years	4745	lifespan	Lynx_pardinus;ADW;lifespan
Meleagris_gallopavo	ADW_ML	13	years	4745	lifespan	Meleagris_gallopavo;ADW;lifespan
Mugil_cephalus	ADW_ML	13	years	4745	lifespan	Mugil_cephalus;ADW;lifespan
Pygoscelis_papua	ADW_ML	13	years	4745	lifespan	Pygoscelis_papua;ADW;lifespan
Salmo_salar	ADW_ML	13	years	4745	lifespan	Salmo_salar;ADW;lifespan
Tympanuchus_pallidicinctus	ADW_ML	13	years	4745	lifespan	Tympanuchus_pallidicinctus;ADW;lifespan
Cepphus_grylle	ADW_ML	157	months	4710	lifespan	Cepphus_grylle;ADW;lifespan
Cuculus_canorus	ADW_ML	12.9	years	4708.5	lifespan	Cuculus_canorus;ADW;lifespan
Dipodomys_spectabilis	ADW_ML	12.7	years	4635.5	lifespan	Dipodomys_spectabilis;ADW;lifespan
Mustela_erminea	ADW_ML	12.5	years	4562.5	lifespan	Mustela_erminea;ADW;lifespan
Quiscalus_mexicanus	ADW_ML	12.5	years	4562.5	lifespan	Quiscalus_mexicanus;ADW;lifespan
Lanius_ludovicianus	ADW_ML	150	months	4500	lifespan	Lanius_ludovicianus;ADW;lifespan
Bombycilla_garrulus	ADW_ML	12	years	4380	lifespan	Bombycilla_garrulus;ADW;lifespan
Charadrius_vociferus	ADW_ML	12	years	4380	lifespan	Charadrius_vociferus;ADW;lifespan
Esox_lucius	ADW_ML	12	years	4380	lifespan	Esox_lucius;ADW;lifespan
Indicator_indicator	ADW_ML	12	years	4380	lifespan	Indicator_indicator;ADW;lifespan
Perca_flavescens	ADW_ML	12	years	4380	lifespan	Perca_flavescens;ADW;lifespan
Prionailurus_viverrinus	ADW_ML	12	years	4380	lifespan	Prionailurus_viverrinus;ADW;lifespan
Seriola_aureovittata	ADW_ML	12	years	4380	lifespan	Seriola_aureovittata;ADW;lifespan
Seriola_lalandi	ADW_ML	12	years	4380	lifespan	Seriola_lalandi;ADW;lifespan
Taeniopygia_guttata	ADW_ML	12	years	4380	lifespan	Taeniopygia_guttata;ADW;lifespan
Podiceps_cristatus	ADW_ML	11.8	years	4307	lifespan	Podiceps_cristatus;ADW;lifespan
Erinaceus_europaeus	ADW_ML	11.7	years	4270.5	lifespan	Erinaceus_europaeus;ADW;lifespan
Melospiza_melodia	ADW_ML	136	months	4080	lifespan	Melospiza_melodia;ADW;lifespan
Athene_cunicularia	ADW_ML	11	years	4015	lifespan	Athene_cunicularia;ADW;lifespan
Catharus_ustulatus	ADW_ML	11	years	4015	lifespan	Catharus_ustulatus;ADW;lifespan
Empidonax_traillii	ADW_ML	11	years	4015	lifespan	Empidonax_traillii;ADW;lifespan
Oncorhynchus_mykiss	ADW_ML	11	years	4015	lifespan	Oncorhynchus_mykiss;ADW;lifespan
Neotoma_lepida	ADW_ML	10.5	years	3832.5	lifespan	Neotoma_lepida;ADW;lifespan
Ameiurus_melas	ADW_ML	10	years	3650	lifespan	Ameiurus_melas;ADW;lifespan
Amphiprion_ocellaris	ADW_ML	10	years	3650	lifespan	Amphiprion_ocellaris;ADW;lifespan
Anolis_carolinensis	ADW_ML	10	years	3650	lifespan	Anolis_carolinensis;ADW;lifespan
Artibeus_jamaicensis	ADW_ML	10	years	3650	lifespan	Artibeus_jamaicensis;ADW;lifespan
Eudyptes_chrysocome	ADW_ML	10	years	3650	lifespan	Eudyptes_chrysocome;ADW;lifespan
Monodelphis_domestica	ADW_ML	10	years	3650	lifespan	Monodelphis_domestica;ADW;lifespan
Zonotrichia_albicollis	ADW_ML	10	years	3650	lifespan	Zonotrichia_albicollis;ADW;lifespan
Passerina_amoena	ADW_ML	9.9	years	3613.5	lifespan	Passerina_amoena;ADW;lifespan
Dipodomys_ordii	ADW_ML	9.8	years	3577	lifespan	Dipodomys_ordii;ADW;lifespan
Spizella_passerina	ADW_ML	9.75	years	3558.75	lifespan	Spizella_passerina;ADW;lifespan
Thryothorus_ludovicianus	ADW_ML	111	months	3330	lifespan	Thryothorus_ludovicianus;ADW;lifespan
Oncorhynchus_tshawytscha	ADW_ML	9	years	3285	lifespan	Oncorhynchus_tshawytscha;ADW;lifespan
Oryctolagus_cuniculus	ADW_ML	9	years	3285	lifespan	Oryctolagus_cuniculus;ADW;lifespan
Hirundo_rustica	ADW_ML	106	months	3180	lifespan	Hirundo_rustica;ADW;lifespan
Calypte_anna	ADW_ML	8.5	years	3102.5	lifespan	Calypte_anna;ADW;lifespan
Peromyscus_maniculatus	ADW_ML	8.3	years	3029.5	lifespan	Peromyscus_maniculatus;ADW;lifespan
Sarcophilus_harrisii	ADW_ML	8.2	years	2993	lifespan	Sarcophilus_harrisii;ADW;lifespan
Certhia_familiaris	ADW_ML	8.1	years	2956.5	lifespan	Certhia_familiaris;ADW;lifespan
Clarias_gariepinus	ADW_ML	8	years	2920	lifespan	Clarias_gariepinus;ADW;lifespan
Gasterosteus_aculeatus	ADW_ML	8	years	2920	lifespan	Gasterosteus_aculeatus;ADW;lifespan
Geococcyx_californianus	ADW_ML	8	years	2920	lifespan	Geococcyx_californianus;ADW;lifespan
Loxia_curvirostra	ADW_ML	8	years	2920	lifespan	Loxia_curvirostra;ADW;lifespan
Octodon_degus	ADW_ML	8	years	2920	lifespan	Octodon_degus;ADW;lifespan
Oncorhynchus_nerka	ADW_ML	8	years	2920	lifespan	Oncorhynchus_nerka;ADW;lifespan
Vanessa_cardui	ADW_ML	8	year	2920	lifespan	Vanessa_cardui;ADW;lifespan
Zootoca_vivipara	ADW_ML	8	years	2920	lifespan	Zootoca_vivipara;ADW;lifespan
Cinclus_mexicanus	ADW_ML	86	months	2580	lifespan	Cinclus_mexicanus;ADW;lifespan
Centrocercus_urophasianus	ADW_ML	7	years	2555	lifespan	Centrocercus_urophasianus;ADW;lifespan
Ochotona_princeps	ADW_ML	7	years	2555	lifespan	Ochotona_princeps;ADW;lifespan
Pitangus_sulphuratus	ADW_ML	83	months	2490	lifespan	Pitangus_sulphuratus;ADW;lifespan
Arvicanthis_niloticus	ADW_ML	6.7	years	2445.5	lifespan	Arvicanthis_niloticus;ADW;lifespan
Pelecanoides_urinatrix	ADW_ML	6.5	years	2372.5	lifespan	Pelecanoides_urinatrix;ADW;lifespan
Jaculus_jaculus	ADW_ML	6.4	years	2336	lifespan	Jaculus_jaculus;ADW;lifespan
Regulus_satrapa	ADW_ML	6.3	years	2299.5	lifespan	Regulus_satrapa;ADW;lifespan
Falco_naumanni	ADW_ML	6.2	years	2263	lifespan	Falco_naumanni;ADW;lifespan
Gracilinanus_agilis	ADW_ML	6.1	years	2226.5	lifespan	Gracilinanus_agilis;ADW;lifespan
Coturnix_japonica	ADW_ML	6	years	2190	lifespan	Coturnix_japonica;ADW;lifespan
Eublepharis_macularius	ADW_ML	6	year	2190	lifespan	Eublepharis_macularius;ADW;lifespan
Mus_musculus	ADW_ML	6	years	2190	lifespan	Mus_musculus;ADW;lifespan
Peromyscus_californicus	ADW_ML	6	year	2190	lifespan	Peromyscus_californicus;ADW;lifespan
Danio_rerio	ADW_ML	66	months	1980	lifespan	Danio_rerio;ADW;lifespan
Apis_mellifera	ADW_ML	5	years	1825	lifespan	Apis_mellifera;ADW;lifespan
Arvicola_amphibius	ADW_ML	5	years	1825	lifespan	Arvicola_amphibius;ADW;lifespan
Eriocheir_sinensis	ADW_ML	5	years	1825	lifespan	Eriocheir_sinensis;ADW;lifespan
Hippocampus_zosterae	ADW_ML	5	years	1825	lifespan	Hippocampus_zosterae;ADW;lifespan
Oncorhynchus_kisutch	ADW_ML	5	years	1825	lifespan	Oncorhynchus_kisutch;ADW;lifespan
Petromyzon_marinus	ADW_ML	5	years	1825	lifespan	Petromyzon_marinus;ADW;lifespan
Podilymbus_podiceps	ADW_ML	5	years	1825	lifespan	Podilymbus_podiceps;ADW;lifespan
Rattus_rattus	ADW_ML	5	year	1825	lifespan	Rattus_rattus;ADW;lifespan
Sceloporus_undulatus	ADW_ML	5	years	1825	lifespan	Sceloporus_undulatus;ADW;lifespan
Onychomys_torridus	ADW_ML	4.6	years	1679	lifespan	Onychomys_torridus;ADW;lifespan
Apodemus_sylvaticus	ADW_ML	4.4	years	1606	lifespan	Apodemus_sylvaticus;ADW;lifespan
Polioptila_caerulea	ADW_ML	50	months	1500	lifespan	Polioptila_caerulea;ADW;lifespan
Calcarius_ornatus	ADW_ML	4	years	1460	lifespan	Calcarius_ornatus;ADW;lifespan
Condylura_cristata	ADW_ML	4	years	1460	lifespan	Condylura_cristata;ADW;lifespan
Dermacentor_andersoni	ADW_ML	4	years	1460	lifespan	Dermacentor_andersoni;ADW;lifespan
Galemys_pyrenaicus	ADW_ML	4	years	1460	lifespan	Galemys_pyrenaicus;ADW;lifespan
Mesocricetus_auratus	ADW_ML	4	years	1460	lifespan	Mesocricetus_auratus;ADW;lifespan
Peromyscus_leucopus	ADW_ML	4	year	1460	lifespan	Peromyscus_leucopus;ADW;lifespan
Pimephales_promelas	ADW_ML	4	years	1460	lifespan	Pimephales_promelas;ADW;lifespan
Pomacea_canaliculata	ADW_ML	4	years	1460	lifespan	Pomacea_canaliculata;ADW;lifespan
Psammomys_obesus	ADW_ML	4	years	1460	lifespan	Psammomys_obesus;ADW;lifespan
Rattus_norvegicus	ADW_ML	4	years	1460	lifespan	Rattus_norvegicus;ADW;lifespan
Phodopus_roborovskii	ADW_ML	40	months	1200	lifespan	Phodopus_roborovskii;ADW;lifespan
Aegithalos_caudatus	ADW_ML	3	years	1095	lifespan	Aegithalos_caudatus;ADW;lifespan
Anoplophora_glabripennis	ADW_ML	3	years	1095	lifespan	Anoplophora_glabripennis;ADW;lifespan
Armadillidium_vulgare	ADW_ML	3	year	1095	lifespan	Armadillidium_vulgare;ADW;lifespan
Ctenocephalides_felis	ADW_ML	3	years	1095	lifespan	Ctenocephalides_felis;ADW;lifespan
Harmonia_axyridis	ADW_ML	3	years	1095	lifespan	Harmonia_axyridis;ADW;lifespan
Microtus_ochrogaster	ADW_ML	3	years	1095	lifespan	Microtus_ochrogaster;ADW;lifespan
Mytilus_californianus	ADW_ML	3	years	1095	lifespan	Mytilus_californianus;ADW;lifespan
Penaeus_monodon	ADW_ML	3	years	1095	lifespan	Penaeus_monodon;ADW;lifespan
Pieris_rapae	ADW_ML	3	year	1095	lifespan	Pieris_rapae;ADW;lifespan
Suncus_etruscus	ADW_ML	3	years	1095	lifespan	Suncus_etruscus;ADW;lifespan
Sepia_pharaonis	ADW_ML	1000	days	1000	lifespan	Sepia_pharaonis;ADW;lifespan
Ochotona_curzoniae	ADW_ML	957	days	957	lifespan	Ochotona_curzoniae;ADW;lifespan
Dromiciops_gliroides	ADW_ML	26	months	780	lifespan	Dromiciops_gliroides;ADW;lifespan
Betta_splendens	ADW_ML	2	years	730	lifespan	Betta_splendens;ADW;lifespan
Coccinella_septempunctata	ADW_ML	2	years	730	lifespan	Coccinella_septempunctata;ADW;lifespan
Dendroctonus_ponderosae	ADW_ML	2	years	730	lifespan	Dendroctonus_ponderosae;ADW;lifespan
Dracunculus_medinensis	ADW_ML	2	years	730	lifespan	Dracunculus_medinensis;ADW;lifespan
Ixodes_scapularis	ADW_ML	2	years	730	lifespan	Ixodes_scapularis;ADW;lifespan
Meriones_unguiculatus	ADW_ML	2	years	730	lifespan	Meriones_unguiculatus;ADW;lifespan
Myodes_glareolus	ADW_ML	2	years	730	lifespan	Myodes_glareolus;ADW;lifespan
Sorex_araneus	ADW_ML	2	years	730	lifespan	Sorex_araneus;ADW;lifespan
Sorex_cinereus	ADW_ML	2	years	730	lifespan	Sorex_cinereus;ADW;lifespan
Thamnophis_elegans	ADW_ML	2	years	730	lifespan	Thamnophis_elegans;ADW;lifespan
Leptinotarsa_decemlineata	ADW_ML	24	months	720	lifespan	Leptinotarsa_decemlineata;ADW;lifespan
Agrilus_planipennis	ADW_ML	1	years	365	lifespan	Agrilus_planipennis;ADW;lifespan
Aplysia_californica	ADW_ML	1	years	365	lifespan	Aplysia_californica;ADW;lifespan
Bombus_affinis	ADW_ML	1	years	365	lifespan	Bombus_affinis;ADW;lifespan
Bombus_impatiens	ADW_ML	1	year	365	lifespan	Bombus_impatiens;ADW;lifespan
Euphydryas_editha	ADW_ML	1	year	365	lifespan	Euphydryas_editha;ADW;lifespan
Hermetia_illucens	ADW_ML	1	years	365	lifespan	Hermetia_illucens;ADW;lifespan
Linepithema_humile	ADW_ML	1	years	365	lifespan	Linepithema_humile;ADW;lifespan
Polistes_fuscatus	ADW_ML	1	year	365	lifespan	Polistes_fuscatus;ADW;lifespan
Vespa_mandarinia	ADW_ML	1	year	365	lifespan	Vespa_mandarinia;ADW;lifespan
Elysia_chlorotica	ADW_ML	11	months	330	lifespan	Elysia_chlorotica;ADW;lifespan
Halyomorpha_halys	ADW_ML	10	months	300	lifespan	Halyomorpha_halys;ADW;lifespan
Dicrocoelium_dendriticum	ADW_ML	7	month	210	lifespan	Dicrocoelium_dendriticum;ADW;lifespan
Blattella_germanica	ADW_ML	200	days	200	lifespan	Blattella_germanica;ADW;lifespan
Ceratitis_capitata	ADW_ML	6	months	180	lifespan	Ceratitis_capitata;ADW;lifespan
Rhagoletis_pomonella	ADW_ML	170	days	170	lifespan	Rhagoletis_pomonella;ADW;lifespan
Aedes_albopictus	ADW_ML	117	days	117	lifespan	Aedes_albopictus;ADW;lifespan
Drosophila_melanogaster	ADW_ML	0.3	years	109.5	lifespan	Drosophila_melanogaster;ADW;lifespan
Diuraphis_noxia	ADW_ML	3	months	90	lifespan	Diuraphis_noxia;ADW;lifespan
Sarcoptes_scabiei	ADW_ML	90	days	90	lifespan	Sarcoptes_scabiei;ADW;lifespan
Schistosoma_mansoni	ADW_ML	80	days	80	lifespan	Schistosoma_mansoni;ADW;lifespan
Enterobius_vermicularis	ADW_ML	2	months	60	lifespan	Enterobius_vermicularis;ADW;lifespan
Megachile_rotundata	ADW_ML	2	months	60	lifespan	Megachile_rotundata;ADW;lifespan
Musca_domestica	ADW_ML	60	days	60	lifespan	Musca_domestica;ADW;lifespan
Caenorhabditis_elegans	ADW_ML	0.16	years	58.4	lifespan	Caenorhabditis_elegans;ADW;lifespan
Daphnia_magna	ADW_ML	56	days	56	lifespan	Daphnia_magna;ADW;lifespan
Papilio_polytes	ADW_ML	43	days	43	lifespan	Papilio_polytes;ADW;lifespan
Spodoptera_exigua	ADW_ML	40	days	40	lifespan	Spodoptera_exigua;ADW;lifespan
Rhopalosiphum_maidis	ADW_ML	35	days	35	lifespan	Rhopalosiphum_maidis;ADW;lifespan
Latimeria_chalumnae	ADW_ML	7400	cm	7400	length	Latimeria_chalumnae;ADW;length
Rana_temporaria	ADW_ML	50	meters	5000	length	Rana_temporaria;ADW;length
Bos_taurus	ADW_ML	1363	inches	3462.02	length	Bos_taurus;ADW;length
Balaenoptera_musculus	ADW_ML	33.5	m	3350	length	Balaenoptera_musculus;ADW;length
Rhincodon_typus	ADW_ML	20	meters	2000	length	Rhincodon_typus;ADW;length
Prionailurus_bengalensis	ADW_ML	1070	cm	1070	length	Prionailurus_bengalensis;ADW;length
Balaenoptera_acutorostrata	ADW_ML	10.2	meters	1020	length	Balaenoptera_acutorostrata;ADW;length
Orcinus_orca	ADW_ML	9.75	m	975	length	Orcinus_orca;ADW;length
Globicephala_melas	ADW_ML	8.5	meters	850	length	Globicephala_melas;ADW;length
Carcharodon_carcharias	ADW_ML	7	m	700	length	Carcharodon_carcharias;ADW;length
Crocodylus_porosus	ADW_ML	7	meters	700	length	Crocodylus_porosus;ADW;length
Delphinapterus_leucas	ADW_ML	7	m	700	length	Delphinapterus_leucas;ADW;length
Gavialis_gangeticus	ADW_ML	6.5	m	650	length	Gavialis_gangeticus;ADW;length
Elephas_maximus	ADW_ML	640	cm	640	length	Elephas_maximus;ADW;length
Mirounga_leonina	ADW_ML	6	m	600	length	Mirounga_leonina;ADW;length
Mirounga_angustirostris	ADW_ML	5	m	500	length	Mirounga_angustirostris;ADW;length
Monodon_monoceros	ADW_ML	5	m	500	length	Monodon_monoceros;ADW;length
Pristis_pectinata	ADW_ML	5	m	500	length	Pristis_pectinata;ADW;length
Ornithorhynchus_anatinus	ADW_ML	468	cm	468	length	Ornithorhynchus_anatinus;ADW;length
Physeter_catodon	ADW_ML	450	cm	450	length	Physeter_catodon;ADW;length
Trichechus_manatus	ADW_ML	4.5	meters	450	length	Trichechus_manatus;ADW;length
Alligator_mississippiensis	ADW_ML	437	cm	437	length	Alligator_mississippiensis;ADW;length
Loxodonta_africana	ADW_ML	4	m	400	length	Loxodonta_africana;ADW;length
Nyctereutes_procyonoides	ADW_ML	4	m	400	length	Nyctereutes_procyonoides;ADW;length
Tursiops_truncatus	ADW_ML	381	cm	381	length	Tursiops_truncatus;ADW;length
Bison_bison	ADW_ML	3.8	m	380	length	Bison_bison;ADW;length
Ceratotherium_simum	ADW_ML	3.77	m	377	length	Ceratotherium_simum;ADW;length
Gopherus_flavomarginatus	ADW_ML	371	cm	371	length	Gopherus_flavomarginatus;ADW;length
Panthera_tigris	ADW_ML	3.7	m	370	length	Panthera_tigris;ADW;length
Leptonychotes_weddellii	ADW_ML	3.5	meters	350	length	Leptonychotes_weddellii;ADW;length
Pan_paniscus	ADW_ML	350	centimeters	350	length	Pan_paniscus;ADW;length
Stegostoma_fasciatum	ADW_ML	3.5	m	350	length	Stegostoma_fasciatum;ADW;length
Camelus_bactrianus	ADW_ML	3.45	m	345	length	Camelus_bactrianus;ADW;length
Eumetopias_jubatus	ADW_ML	3.4	meters	340	length	Eumetopias_jubatus;ADW;length
Panthera_leo	ADW_ML	3.3	m	330	length	Panthera_leo;ADW;length
Varanus_komodoensis	ADW_ML	3.1	m	310	length	Varanus_komodoensis;ADW;length
Atractosteus_spatula	ADW_ML	3	meters	300	length	Atractosteus_spatula;ADW;length
Bubalus_bubalis	ADW_ML	300	cm	300	length	Bubalus_bubalis;ADW;length
Pteronotus_parnellii	ADW_ML	3	m	300	length	Pteronotus_parnellii;ADW;length
Equus_caballus	ADW_ML	280	cm	280	length	Equus_caballus;ADW;length
Ursus_arctos	ADW_ML	2.8	m	280	length	Ursus_arctos;ADW;length
Cervus_elaphus	ADW_ML	2.7	m	270	length	Cervus_elaphus;ADW;length
Dermochelys_coriacea	ADW_ML	2.7	m	270	length	Dermochelys_coriacea;ADW;length
Lipotes_vexillifer	ADW_ML	253	cm	253	length	Lipotes_vexillifer;ADW;length
Electrophorus_electricus	ADW_ML	2.5	m	250	length	Electrophorus_electricus;ADW;length
Lagenorhynchus_obliquidens	ADW_ML	2.5	m	250	length	Lagenorhynchus_obliquidens;ADW;length
Polyodon_spathula	ADW_ML	2.5	meters	250	length	Polyodon_spathula;ADW;length
Seriola_aureovittata	ADW_ML	2.5	m	250	length	Seriola_aureovittata;ADW;length
Seriola_lalandi	ADW_ML	2.5	m	250	length	Seriola_lalandi;ADW;length
Ursus_maritimus	ADW_ML	250	cm	250	length	Ursus_maritimus;ADW;length
Crotalus_adamanteus	ADW_ML	2.4	m	240	length	Crotalus_adamanteus;ADW;length
Megalops_atlanticus	ADW_ML	240	cm	240	length	Megalops_atlanticus;ADW;length
Sus_scrofa	ADW_ML	240	cm	240	length	Sus_scrofa;ADW;length
Zalophus_californianus	ADW_ML	2.4	meters	240	length	Zalophus_californianus;ADW;length
Fregata_magnificens	ADW_ML	230	cm	230	length	Fregata_magnificens;ADW;length
Rangifer_tarandus	ADW_ML	230	cm	230	length	Rangifer_tarandus;ADW;length
Panthera_pardus	ADW_ML	2.3	m	230	length	Panthera_pardus;ADW;length
Pongo_abelii	ADW_ML	2.25	m	225	length	Pongo_abelii;ADW;length
Alligator_sinensis	ADW_ML	2.2	m	220	length	Alligator_sinensis;ADW;length
Halichoerus_grypus	ADW_ML	2.2	meters	220	length	Halichoerus_grypus;ADW;length
Naja_naja	ADW_ML	2.2	m	220	length	Naja_naja;ADW;length
Budorcas_taxicolor	ADW_ML	220	cm	220	length	Budorcas_taxicolor;ADW;length
Odocoileus_virginianus	ADW_ML	220	cm	220	length	Odocoileus_virginianus;ADW;length
Callorhinus_ursinus	ADW_ML	213	cm	213	length	Callorhinus_ursinus;ADW;length
Caretta_caretta	ADW_ML	213	cm	213	length	Caretta_caretta;ADW;length
Gadus_morhua	ADW_ML	200	cm	200	length	Gadus_morhua;ADW;length
Lates_calcarifer	ADW_ML	2	meters	200	length	Lates_calcarifer;ADW;length
Struthio_camelus	ADW_ML	2	m	200	length	Struthio_camelus;ADW;length
Ursus_americanus	ADW_ML	2000	mm	200	length	Ursus_americanus;ADW;length
Ovis_ammon	ADW_ML	190	cm	190	length	Ovis_ammon;ADW;length
Phoca_vitulina	ADW_ML	190	cm	190	length	Phoca_vitulina;ADW;length
Pantherophis_guttatus	ADW_ML	182	cm	182	length	Pantherophis_guttatus;ADW;length
Ailuropoda_melanoleuca	ADW_ML	1.8	m	180	length	Ailuropoda_melanoleuca;ADW;length
Chanos_chanos	ADW_ML	180	cm	180	length	Chanos_chanos;ADW;length
Ovis_aries	ADW_ML	1800	mm	180	length	Ovis_aries;ADW;length
Gorilla_gorilla	ADW_ML	1.75	meters	175	length	Gorilla_gorilla;ADW;length
Pontoporia_blainvillei	ADW_ML	171	cm	171	length	Pontoporia_blainvillei;ADW;length
Capra_hircus	ADW_ML	1700	mm	170	length	Capra_hircus;ADW;length
Clarias_gariepinus	ADW_ML	1.7	meters	170	length	Clarias_gariepinus;ADW;length
Oryx_dammah	ADW_ML	1.7	m	170	length	Oryx_dammah;ADW;length
Pan_troglodytes	ADW_ML	1.7	m	170	length	Pan_troglodytes;ADW;length
Equus_asinus	ADW_ML	164.92	cm	164.92	length	Equus_asinus;ADW;length
Bothrops_jararaca	ADW_ML	160	cm	160	length	Bothrops_jararaca;ADW;length
Grus_americana	ADW_ML	160	cm	160	length	Grus_americana;ADW;length
Cygnus_olor	ADW_ML	158	cm	158	length	Cygnus_olor;ADW;length
Orycteropus_afer	ADW_ML	158	cm	158	length	Orycteropus_afer;ADW;length
Puma_concolor	ADW_ML	1540	mm	154	length	Puma_concolor;ADW;length
Acinonyx_jubatus	ADW_ML	150	cm	150	length	Acinonyx_jubatus;ADW;length
Buceros_rhinoceros	ADW_ML	150	centimeters	150	length	Buceros_rhinoceros;ADW;length
Crocuta_crocuta	ADW_ML	150	cm	150	length	Crocuta_crocuta;ADW;length
Enhydra_lutris	ADW_ML	1.5	m	150	length	Enhydra_lutris;ADW;length
Ictalurus_furcatus	ADW_ML	1500	mm	150	length	Ictalurus_furcatus;ADW;length
Phacochoerus_africanus	ADW_ML	1500	mm	150	length	Phacochoerus_africanus;ADW;length
Phocoena_sinus	ADW_ML	1.5	m	150	length	Phocoena_sinus;ADW;length
Pteropus_giganteus	ADW_ML	1.5	m	150	length	Pteropus_giganteus;ADW;length
Pteropus_vampyrus	ADW_ML	1.5	m	150	length	Pteropus_vampyrus;ADW;length
Oncorhynchus_tshawytscha	ADW_ML	147.32	cm	147.32	length	Oncorhynchus_tshawytscha;ADW;length
Balaeniceps_rex	ADW_ML	140	cm	140	length	Balaeniceps_rex;ADW;length
Cygnus_atratus	ADW_ML	140	cm	140	length	Cygnus_atratus;ADW;length
Morone_saxatilis	ADW_ML	140	cm	140	length	Morone_saxatilis;ADW;length
Gymnogyps_californianus	ADW_ML	55	inches	139.7	length	Gymnogyps_californianus;ADW;length
Thamnophis_sirtalis	ADW_ML	137	cm	137	length	Thamnophis_sirtalis;ADW;length
